,date,Temperature,Cloud Cover,Wind Gust,Precipitation,Sea Level Pressure,Relative Humidity,Snow Depth,Wind Speed,cal_year,cal_month,cal_day,cal_hour,holiday,Uudenvuodenpäivä,Loppiainen,Pitkäperjantai,Pääsiäispäivä,2. pääsiäispäivä,Vappu,Helatorstai,Helluntaipäivä,Juhannusaatto,Juhannuspäivä,Pyhäinpäivä,Itsenäisyyspäivä,Jouluaatto,Joulupäivä,Tapaninpäivä
0,2021-12-25 22:00:00,-7.1,8.0,12.694444444444443,0.0,991.5,77.05,0.0,9.541666666666666,2021,12,25,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2021-12-26 00:00:00,-8.5,4.5,12.347222222222221,0.0,992.5,64.6,0.0,9.652777777777779,2021,12,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2021-12-26 02:00:00,-10.649999999999999,5.5,14.291666666666666,0.0,995.5,79.7,0.0,10.847222222222221,2021,12,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2021-12-26 04:00:00,-11.7,5.5,13.652777777777779,0.0,997.5,82.7,0.0,10.152777777777779,2021,12,26,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2021-12-26 06:00:00,-11.899999999999999,1.5,12.444444444444445,0.0,999.5,81.2,0.0,9.0,2021,12,26,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2021-12-26 08:00:00,-11.599999999999998,5.5,12.847222222222221,0.0,1001.0,78.95,0.0,9.944444444444443,2021,12,26,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2021-12-26 10:00:00,-11.1,2.5,13.555555555555555,0.0,1002.0,82.9,0.0,9.847222222222221,2021,12,26,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,2021-12-26 12:00:00,-9.95,1.5,12.347222222222221,0.0,1003.0,83.2,0.0,8.694444444444445,2021,12,26,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2021-12-26 14:00:00,-8.95,1.5,10.597222222222221,0.0,1004.0,85.05,0.0,7.847222222222221,2021,12,26,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,2021-12-26 16:00:00,-8.299999999999999,0.5,10.0,0.0,1005.0,89.0,0.0,7.652777777777778,2021,12,26,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,2021-12-26 18:00:00,-8.35,1.0,9.555555555555555,0.0,1006.0,90.4,0.0,7.388888888888889,2021,12,26,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,2021-12-26 20:00:00,-8.3,1.5,9.444444444444443,0.0,1007.0,90.8,0.0,7.25,2021,12,26,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2021-12-26 22:00:00,-8.3,1.0,9.0,0.0,1008.0,91.6,0.0,6.541666666666666,2021,12,26,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
