,station,model MAE,baseline mean MAE,baseline median MAE,model MSE,baseline mean MSE,baseline median MSE,model MAPE,baseline mean MAPE,baseline median MAPE,model MASE,baseline mean MASE,baseline median MASE,model type
16,Vanha kirkkopuisto,2.0690476190476192,5.7687732533138885,3.2142857142857144,9.133809523809525,39.183911859421016,13.023809523809524,4.689621168929137,22.093494733108106,13.027559954931732,0.3960798289060997,1.1043219605657912,0.6153138884041826,Light Gradient Boosting Machine
17,Vanha Viertotie,0.9738095238095238,1.6140945429266604,1.25,2.0814285714285714,3.3350427122737845,2.9166666666666665,2.2358424385168036,9.54180982025865,4.511336958373053,0.5659894816012213,0.938130621307327,0.726514615747289,Gradient Boosting Regressor
18,Vanha Kauppahalli,0.7,3.1009657983342187,0.9880952380952381,1.3338095238095238,10.413988802576895,1.9404761904761905,2.110425943074162,23.01944742719069,6.18485724229506,0.251870097570308,1.115772225983754,0.35553092003972053,Light Gradient Boosting Machine
19,Vallipolku,0.25476190476190486,0.6684361090974287,0.16666666666666666,0.2671428571428572,0.47364038001749315,0.23809523809523808,0.9891774891774892,5.958104130355842,0.12059369202226344,0.3122162348085303,0.8191829362694811,0.20425361155698232,Bayesian Ridge
20,Vallilan varikko,0.6833333333333333,1.4784521034521032,0.9404761904761905,0.9147619047619048,2.564472871728116,1.3452380952380953,4.074807254041497,12.028278692032742,6.7547640614074105,0.41023913677456986,0.8875886556332749,0.5646148398116903,Gradient Boosting Regressor
21,Vallikatu,0.47380952380952385,0.7336881868131868,0.35714285714285715,0.5290476190476191,0.7009448634298393,0.5,2.1509997938569367,6.57615306160813,0.2728070700420931,0.4728243152667338,0.7321626035712528,0.3564002376382415,Gradient Boosting Regressor
22,Valimotie,0.8857142857142856,2.683696283391406,1.7380952380952381,2.181428571428571,7.807500867539166,3.4761904761904763,5.317234553514126,22.301569190057336,14.218596074388865,0.373207861181135,1.1308122338532058,0.7323702652210446,Light Gradient Boosting Machine
23,Valimon asema,0.7142857142857143,1.3713109935332162,1.0476190476190477,1.6052380952380954,2.34936120243962,1.7857142857142858,1.7998516873897594,10.044401356496829,6.4358842813543875,0.4581196258862573,0.8795142710636084,0.6719087846331775,Bayesian Ridge
24,Urheilupuisto (M),1.5476190476190477,3.274124881740775,2.4285714285714284,5.138571428571429,14.04588575375767,8.69047619047619,2.3633338320892645,16.58393599346381,12.483552861013127,0.4418197848373149,0.9347088051201653,0.6933172008216325,Gradient Boosting Regressor
25,Upseerinkatu,0.5166666666666667,0.7532529140688534,0.5357142857142857,0.61,0.7249024785895261,0.8690476190476191,1.8006330586975747,5.750446364652505,0.3526875070653872,0.5399807162534436,0.7872426736623735,0.559887839433294,Gradient Boosting Regressor
26,Unioninkatu,2.5833333333333335,8.569133621253762,3.4404761904761907,16.905238095238094,76.94793795099596,13.535714285714286,15.866269486667658,64.15618691764463,26.618744753857044,0.43516910848739404,1.443492479407879,0.5795570154509534,Light Gradient Boosting Machine
27,Ulvilantie,0.6976190476190476,1.5700605425544303,0.9880952380952381,1.2385714285714287,2.919061553399883,1.6547619047619047,3.965070309171757,11.78338548630629,6.068218265538579,0.38166839199447894,0.8589823982815905,0.540588336783989,Bayesian Ridge
28,Uimastadion,0.5857142857142856,4.653641285365002,0.9047619047619048,0.9242857142857145,22.61159263235476,1.119047619047619,1.7497479978091421,35.256336151488995,6.639102533224148,0.15587391107306509,1.2384558232113418,0.2407808382429461,Light Gradient Boosting Machine
29,Töölöntulli,1.8071428571428574,4.856347265882717,3.3452380952380953,6.081428571428572,26.613904107791996,13.369047619047619,9.21918024575678,34.33154552890839,22.889461295439716,0.4680222476874016,1.2577193628856105,0.8663652938086945,Gradient Boosting Regressor
30,Töölöntori,1.4309523809523808,3.6645399816777897,2.488095238095238,4.695714285714287,16.70973037094997,9.297619047619047,3.7658522353064954,16.86175127679448,12.141908744261727,0.42315050958698086,1.083650288639776,0.7357608694149668,Gradient Boosting Regressor
31,Töölönlahdenkatu,6.061904761904761,12.476573746891766,7.190476190476191,83.48619047619047,202.50132160070692,70.0,4.033172820349194,40.24726917547254,23.101065520905497,0.41603028847711626,0.8562708882767741,0.4934844741558882,Gradient Boosting Regressor
32,Töölönlahden puisto,1.4404761904761905,4.678833391547329,2.642857142857143,5.167142857142856,26.09478860918654,9.0,1.3308952424998506,25.13152455615952,14.886564372291199,0.32970182849502844,1.070909699595099,0.6049074869908786,Light Gradient Boosting Machine
33,Töölönkatu,1.7404761904761907,4.664855478901414,3.0595238095238093,5.438571428571429,26.398818253901066,13.130952380952381,3.5804245140042354,20.89117051063884,14.356851391690503,0.40273096995754587,1.0794067635109303,0.7079470538925394,Gradient Boosting Regressor
34,Tyynenmerenkatu,3.0047619047619047,6.549816625916871,4.773809523809524,19.11952380952381,55.207814535799585,29.75,3.670080231311503,28.061550857473062,21.242845450685916,0.47057279319693157,1.0257603105593263,0.747621592995125,Gradient Boosting Regressor
35,Tuulimäki,0.5071428571428571,0.7200117506549545,0.3333333333333333,0.8147619047619049,0.6945168165001414,0.6666666666666666,1.8463203463203464,5.550315518661793,0.20884676498928492,0.6011527920520726,0.8534815547931511,0.39512390087929655,Gradient Boosting Regressor
36,Tupasaarentie,0.5738095238095239,0.9970165327744787,0.8690476190476191,0.8528571428571429,1.1697973234941714,0.9642857142857143,1.4699529860820182,7.818185181006716,6.521651671421257,0.48968405797101455,0.8508452393607595,0.7416376811594203,Gradient Boosting Regressor
37,Tunnelitie,0.9642857142857143,1.9159486799901306,1.5,1.91,4.4842828511855215,2.880952380952381,3.079149126485952,13.430805013695176,10.025098465012823,0.46083953692433977,0.9156465655114315,0.7168615018823062,Gradient Boosting Regressor
38,Tulisuontie,0.6071428571428571,1.3534293552812067,0.8690476190476191,0.8671428571428573,2.0442022001098357,0.9880952380952381,2.6823924143245264,11.733352519302699,7.314321217603223,0.41375976758164695,0.9223440725541913,0.5922443732051026,Light Gradient Boosting Machine
39,Torpanranta,0.4666666666666667,1.7555109248263276,0.36904761904761907,0.7004761904761905,3.4248061333424973,0.6309523809523809,1.3441558441558443,15.542988084782445,0.24206847939566833,0.2740745173129089,1.0310160200556728,0.2167426029770453,Light Gradient Boosting Machine
40,Toppelundintie,0.32619047619047625,0.7048939608956166,0.2261904761904762,0.49571428571428555,0.6075004167136572,0.44047619047619047,1.0,5.921689056380543,0.14303060470307857,0.3989035404914582,0.8620260773895602,0.2766119441364126,Light Gradient Boosting Machine
41,Toppelundinportti,0.6000000000000001,0.7924339886045595,0.5238095238095238,1.0385714285714287,0.891615875913032,1.0476190476190477,0.9923195084485408,5.77855975066193,0.319499041540179,0.6368076235854676,0.8410466752193717,0.5559431634476304,Gradient Boosting Regressor
42,Tontunmäentie,0.5928571428571429,1.1020182907600125,0.36904761904761907,1.0195238095238095,1.3997713916056311,0.9404761904761905,3.1604970529327057,9.29929090995642,0.17838470772043888,0.4920334074995092,0.914604506772539,0.30628585607399167,Light Gradient Boosting Machine
43,Toinen linja,1.6214285714285717,3.5875489967788265,2.6785714285714284,4.6242857142857146,15.325616270984668,8.94047619047619,7.135607990308453,19.42730606375887,15.114433825633268,0.44832863139339746,0.9919653323769383,0.7406309989979032,Light Gradient Boosting Machine
