,Helsinki Central Library,Amos Rex,Helsinki Olympic Stadium,Helsinki Cathedral,Senate Square,Vanha Kauppahalli,Helsinki ZOO,Sibelius Monument,Loyly,Suomenlinna,Helsinki Market Square,Temppeliaukio Church,Seurasaari Open-Air Museum,Linnanmaki Amusement Park,Allas Sea Pool,Lat,Lon
0,4.466331,5.5819849999999995,3.3288060000000006,4.755218000000002,4.868412000000002,5.2234430000000005,4.970203,4.159924999999997,7.566035999999999,6.6301330000000025,5.113818000000001,4.882058000000001,5.059630000000004,2.5645560000000005,5.352634,60.208749,24.9465139
0,5.361706999999999,6.477361,4.224182000000002,5.5864340000000015,5.6996280000000015,6.054659000000001,5.210284999999999,5.055300999999999,8.397251999999998,7.461349000000003,5.900392000000001,5.777434,5.927091000000001,3.459932000000001,6.03768,60.2139043,24.9588108
0,1.960315,2.131277,3.130363,0.732689,0.845883,1.2046409999999999,3.496405000000001,3.808945999999999,3.8092349999999997,2.6313540000000004,1.000745,2.5001700000000002,5.670115,2.8814799999999994,0.9096320000000001,60.1741822,24.9613747
0,2.168679,3.2843329999999997,1.496987,2.9249490000000002,3.038143,3.3931740000000015,3.8843020000000013,2.290881,5.370876,4.799864000000002,3.3281299999999985,2.5844060000000004,3.94254,0.26690400000000003,3.579824999999999,60.1911411,24.9401593
0,2.6055080000000004,2.9537889999999996,2.6454119999999994,1.9963060000000001,2.1095,2.464531000000001,2.253541,3.3700879999999986,4.807124,3.871221,2.305032,3.3226820000000004,5.2312569999999985,1.9781070000000003,2.2513030000000005,60.1837182,24.9621936
0,2.7467949999999997,3.5023659999999994,1.619376,4.010356999999999,3.897162999999999,4.090126000000001,5.954189999999998,1.269135,5.138089000000002,5.487198000000002,4.001676000000001,2.461515,1.8929350000000003,2.3218250000000005,4.384654,60.1902195,24.9083351
0,5.275501999999999,6.378144000000003,4.851992000000002,5.420661000000002,5.533855000000003,5.888886000000001,4.727441000000001,5.586410999999999,8.231479,7.295576000000004,5.729588000000001,5.868070999999999,6.9606540000000034,3.775803000000001,5.871907000000002,60.209796,24.979682
0,3.0250120000000007,3.7656329999999993,2.66674,2.80815,2.921344,3.276375000000001,2.611081000000001,3.391415999999999,5.618968,4.683065000000003,3.153606000000001,3.6579680000000003,5.239908,1.6453579999999994,3.2691719999999997,60.1896352,24.9635596
0,2.0411909999999995,2.3863250000000003,2.289085,1.4288420000000002,1.542036,1.8970670000000003,2.8300600000000005,2.967667999999999,4.23966,3.303757,1.7459210000000003,2.755218,4.828836999999999,2.0402020000000003,1.735479,60.179765,24.9554618
0,1.7515510000000003,2.524246,0.6251169999999999,3.0322370000000003,2.9190430000000003,3.1120060000000005,4.897405,1.005319,4.4998010000000015,4.509078,2.563801,1.775556,2.8664880000000004,1.6036620000000001,3.4065339999999993,60.1825529,24.926687
0,3.162939,4.278593,2.019041,3.8647390000000006,3.9779330000000006,4.3329640000000005,4.562110000000002,2.8501599999999994,6.365136000000001,5.739654000000003,4.215805,3.5828080000000004,4.059579,1.451989,4.462155000000001,60.199235425819,24.937826370875783
0,7.155572000000002,8.271226000000002,6.042566000000002,7.667096000000002,7.780290000000002,8.135321000000001,7.290946999999999,6.844811000000001,10.357768999999996,9.542010999999997,8.003145000000002,7.575441,7.752770999999999,5.479642000000004,8.118342,60.2291001633593,24.9667185624346
0,3.387275000000001,4.490033,2.9715529999999997,3.5602720000000008,3.673466000000001,4.028497000000002,3.5024840000000004,3.698183999999999,6.3710900000000015,5.4351870000000035,3.886006000000002,3.9798439999999995,5.4684940000000015,1.8875759999999997,4.011517999999999,60.1974886,24.9614385
0,2.994163,4.109816999999999,1.720364,3.8198999999999996,3.9330939999999996,4.288125,4.664859000000002,2.5209349999999997,6.19636,5.694815000000002,4.21715,3.4140319999999997,3.633793999999999,1.3621919999999998,4.474775999999999,60.198210866794,24.9327990790329
0,2.9010650000000004,4.003823,2.485343,3.1755000000000004,3.2886940000000005,3.6437250000000017,3.3109550000000008,3.2119739999999988,5.979667,5.050415000000004,3.5380020000000005,3.4936340000000006,4.995916000000001,1.401366,3.7419449999999994,60.1942342,24.9579931
0,8.948372,10.051013999999999,8.252887999999997,9.093531,9.206725000000002,9.561756,8.487668999999997,9.084007000000003,11.904348999999995,10.968445999999998,9.41716,9.540941,10.225965,7.424696000000001,9.544777000000002,60.234578571034135,25.01031390508104
0,5.614024,6.729677999999999,4.501018000000001,6.036410000000001,6.149604000000001,6.5046349999999995,5.701020999999999,5.303262999999999,8.816220999999995,7.9113250000000015,6.383869000000001,6.033892999999999,6.205412999999998,3.8204710000000017,6.528416,60.2172043,24.9544112
0,3.208753000000001,3.8024859999999996,2.8311249999999997,2.8450029999999997,2.9581969999999997,3.313228000000001,2.7872150000000007,3.557755999999999,5.6558209999999995,4.7199180000000025,3.1707370000000012,3.8394159999999995,5.3450539999999975,1.7505039999999996,3.2962489999999995,60.1920576,24.9642238
0,2.692778,3.808432,1.54888,3.49138,3.604574,3.9596050000000016,4.322943000000001,2.370777,5.894975000000001,5.366295000000003,3.872964,3.1126469999999995,3.805348,1.033672,4.1441750000000015,60.196431,24.936256
0,3.187331,4.302985,2.074325,4.038642,4.151836,4.5068670000000015,4.8999,2.876569999999999,6.389528,5.9135570000000035,4.367517,3.6072,4.063784000000001,1.598832,4.706894000000002,60.2014382,24.9332721
0,4.008393999999999,5.124048,2.932645000000001,4.26455,4.377744000000001,4.732775,4.3350930000000005,3.763763999999998,7.075367999999997,6.139465000000003,4.623183000000001,4.424121000000001,4.999437000000001,2.1066189999999994,4.861966000000001,60.2032721,24.9513636
0,2.658356,3.3227219999999993,2.300084,2.3652389999999994,2.4784329999999994,2.8334640000000006,2.627915,3.024759999999999,5.176057000000001,4.240154000000001,2.6670000000000007,3.2913119999999996,4.885928999999999,1.5974629999999994,2.8607190000000005,60.187736,24.96098
0,3.4138010000000008,3.7619990000000003,3.055529,2.804516000000001,2.917710000000001,3.272741000000002,2.1762430000000004,3.7802049999999996,5.615334000000001,4.679431000000003,3.105732,4.046757000000001,5.641374000000001,2.120812,3.049568,60.1896994,24.9711926
0,3.687886,4.460581,2.3874370000000003,4.968571999999999,4.855377999999999,5.0483410000000015,6.538702999999996,2.253789,6.160560999999999,6.445413000000004,4.893237,3.4839870000000004,1.5840450000000004,2.9063380000000003,5.342869000000001,60.1975329,24.899261
0,0.211561,1.2006229999999998,1.667207,1.626196,1.513002,1.7883829999999998,4.997859000000001,2.0202160000000005,3.2626990000000005,3.1854549999999993,1.6274110000000002,0.8394740000000002,3.9455779999999985,2.204204,2.065293,60.174646,24.935186
0,0.711194,1.01752,2.373902000000001,1.3406629999999995,1.2274689999999997,1.5667739999999997,4.836618000000001,2.6444029999999996,3.1983329999999994,2.973463999999999,1.326783,1.2542089999999997,4.643986,2.7878629999999993,1.7797599999999998,60.17219068,24.93930791
0,7.241063999999999,8.013759,5.61551,8.428073000000005,8.408555999999999,8.601518999999998,9.369301999999996,5.635768000000002,9.714314000000002,9.998590999999998,8.446397999999997,7.038437999999999,4.291002000000001,5.945814000000001,8.896047,60.22229427877046,24.875870912746144
0,1.454132,1.625094,2.802774,0.4711809999999999,0.580399,0.9238369999999999,3.8320660000000015,3.384181,3.3702519999999994,2.330527,0.8001929999999999,1.9939870000000004,5.3425259999999986,2.5882199999999993,1.1326899999999998,60.1731029004969,24.9495192737191
0,3.570601,4.686255,2.4330760000000002,3.897220000000001,4.010414000000001,4.365445,4.325761000000002,3.264194999999998,6.708037999999998,5.772135000000004,4.255852999999999,3.986328,4.499868000000001,1.6688259999999997,4.494636000000001,60.2010614,24.9440506
0,2.623335,3.7389889999999997,1.769166,3.1490670000000005,3.2622610000000005,3.6172920000000017,3.985203000000001,2.6119869999999996,5.825532000000001,5.023982000000004,3.500133,3.0390619999999995,4.046558,0.72156,3.746482999999999,60.1942095,24.941578
0,5.507935999999998,6.610578000000002,5.012306000000002,5.653095000000001,5.766289000000001,6.121320000000001,5.201402999999999,5.818844999999999,8.463912999999998,7.528010000000003,5.973810000000001,6.100504999999998,7.120968000000003,4.008237,6.104341000000001,60.2137007,24.9797283
0,9.443282000000004,10.545923999999998,8.747797999999998,9.588441,9.701635,10.056666,8.387138999999996,9.578917000000002,12.399258999999994,11.463355999999996,9.902871000000006,10.035851000000001,10.728196999999996,7.919606,10.039687000000006,60.227495295832895,25.02761893353016
0,8.172877999999999,9.27552,7.477394000000002,8.318037000000004,8.431231000000006,8.786261999999999,7.707467999999999,8.308513000000005,11.128854999999996,10.192951999999996,8.638813000000003,8.765446999999996,9.450471,6.649202000000002,8.769283000000001,60.227520671727405,25.01006206113976
0,3.047515,3.3672489999999997,2.7689509999999995,2.4097660000000003,2.52296,2.8779910000000015,2.019085,3.493626999999999,5.2205840000000014,4.284681000000002,2.7184920000000004,3.736142,5.3547959999999994,2.0593879999999993,2.6603499999999998,60.1864633,24.9678718
0,1.659691,2.2620800000000005,1.8981590000000002,1.3045970000000002,1.4177910000000002,1.7728220000000003,3.188608000000001,2.5767419999999994,4.1154150000000005,3.179512,1.6592159999999998,2.4132809999999996,4.437910999999999,1.6492760000000002,1.9728490000000003,60.180863,24.9494
0,8.343917,8.581187,7.127413999999999,9.607479000000003,9.494285000000001,9.545580999999999,11.443625000000003,6.504061000000001,9.434902,10.423353,9.419742999999993,8.020484999999999,4.653391,7.811259999999999,9.840108999999998,60.184312,24.826671
0,8.785127,8.954604999999999,7.568623999999998,9.982263999999997,9.869069999999995,9.918998999999996,11.884834999999999,6.945271,9.80832,10.796771000000001,9.791438999999995,8.461694999999997,5.094601,8.252469999999997,10.213526999999996,60.184987,24.820099
0,9.500353999999998,9.155902,8.811338999999997,10.183560999999997,10.070366999999997,10.120295999999996,13.127550000000001,8.187986000000002,10.009616999999999,10.998068,10.000347999999988,9.004826,6.337316,9.495184999999998,10.414823999999998,60.17875,24.797984
0,8.086206999999998,8.138803999999999,6.869703999999998,9.166463,9.053268999999998,9.103197999999999,11.185915000000001,6.246351,8.992518999999998,9.98097,9.048417999999996,7.762774999999999,4.395680999999999,7.553549999999999,9.397725999999999,60.180027,24.831804
0,8.708261,9.452122000000005,7.485305999999999,9.971823000000004,9.858629000000002,10.051592,11.801517,6.870363000000002,10.948909000000002,11.448663999999996,9.945822000000001,8.386787000000002,5.357320999999999,8.169151999999999,10.346119999999999,60.203852,24.8231
0,1.420717,1.9674089999999997,1.6698030000000001,2.644374,2.53118,2.724143,5.635465999999998,0.7271680000000001,3.4641960000000007,4.1212149999999985,2.614604,0.9020739999999999,2.856588000000001,2.3694439999999997,3.018670999999999,60.17558787407832,24.915662751685453
0,7.028664000000001,7.772524999999999,5.805709,8.292226000000001,8.179032,8.371995,10.12192,5.190766000000001,9.269311999999998,9.769066999999998,8.266225,6.70719,3.6777239999999995,6.489555,8.666523000000002,60.206142,24.840699
0,9.005177,8.660725000000001,9.464350999999994,9.688383999999997,9.575189999999997,9.625118999999996,13.225696000000005,8.840998,9.514439999999999,10.502891,9.493160999999994,8.509649000000003,6.990328000000002,10.148196999999993,9.919646999999998,60.168143,24.796136
0,4.307756000000001,3.9633040000000013,5.326633,4.990963000000001,4.877769,4.927698000000002,8.528274999999997,4.737283999999999,4.817019,5.805470000000005,4.7800460000000005,3.8122279999999993,6.504431999999999,6.026274,5.222226000000003,60.1583842,24.8766658
0,5.488435000000001,6.286341000000001,3.7099289999999994,6.571969000000001,6.681138,6.8741010000000005,7.772042999999997,4.110395999999999,7.987593999999998,8.271173000000003,6.715389,5.311020000000001,3.2440919999999993,4.160536,7.168629000000001,60.21227524113252,24.89955113635681
0,9.036783999999999,8.835231,7.820280999999999,9.862889999999998,9.749695999999997,9.799624999999997,12.136492,7.196928000000001,9.688946,10.677397000000001,9.674592999999993,8.684155000000004,5.346258,8.504126999999997,10.094152999999997,60.18363,24.817403
0,9.519072999999999,9.174620999999998,9.173607999999994,10.202279999999996,10.089085999999996,10.139014999999995,13.489818999999997,8.550255000000002,10.028335999999998,11.016786999999999,10.013982999999993,9.023545,6.699585000000002,9.857453999999993,10.433542999999997,60.173567,24.79139
0,6.412281,6.067828999999998,7.431158,7.0954880000000005,6.982294,7.032223000000001,10.632799999999996,6.841808999999999,6.921543999999999,7.909995000000003,6.920766999999995,5.916753000000001,6.133967,8.130799000000001,7.326751000000001,60.16582,24.840319
0,4.373621000000002,4.029169000000002,5.392498,5.056828000000003,4.943634000000003,4.9935630000000035,8.59414,4.8031489999999994,4.882884000000002,5.871335000000005,4.856489999999999,3.8780929999999993,6.932568999999999,6.092139,5.288091000000004,60.1540763,24.8793159
0,9.156792000000001,8.979295,7.940288999999999,10.006953999999999,9.893759999999997,9.943688999999997,12.2565,7.316936000000001,9.83301,10.821461000000001,9.818428999999993,8.828219000000002,5.466265999999999,8.624134999999997,10.238216999999997,60.185096,24.81422
0,2.109514,1.6415009999999999,3.128391,2.6691599999999993,2.5559659999999993,2.5976250000000007,6.206471999999999,2.539042,2.373012,3.3614629999999983,2.5303790000000013,1.6139859999999997,4.668462,3.8280319999999994,2.892153,60.1635309,24.9145165
0,8.617204,8.854474000000002,7.400700999999997,9.880766000000003,9.767572000000001,9.818867999999998,11.716911999999999,6.777347999999999,9.708189000000003,10.696640000000004,9.69435999999999,8.293771999999999,4.926677999999999,8.084546999999997,10.113395999999998,60.188118,24.835033
0,9.915278,9.601285,8.698774999999996,10.628943999999997,10.515749999999997,10.565678999999996,13.014986,8.075422000000001,10.454999999999998,11.443451,10.440646999999993,9.450209000000003,6.2247520000000005,9.382620999999997,10.860206999999997,60.184765,24.804022
0,7.383011000000001,7.038558999999999,7.459017999999999,8.066218000000001,7.953024000000001,8.002953000000002,11.603530000000001,6.835665,7.8922740000000005,8.880724999999998,7.8779209999999935,6.887483000000001,4.984994999999999,8.142864,8.297481000000003,60.171524,24.827467
0,7.712336000000001,7.367884,7.188333999999999,8.395543000000004,8.282349000000002,8.332278000000004,11.504545000000004,6.564981,8.221599000000001,9.210049999999997,8.432168999999995,7.216808000000002,4.7143109999999995,7.872179999999999,8.626806000000004,60.175233,24.82895
0,7.651672999999999,7.900808999999997,6.4351699999999985,8.915235000000001,8.802041,8.865203,10.751381000000004,5.811817,8.754524,9.742974999999994,8.755781999999996,7.328240999999999,3.9611469999999986,7.1190159999999985,9.159730999999999,60.178762,24.835132
0,1.8811550000000001,2.4278470000000003,1.4362289999999998,3.104812,2.991618,3.184581000000001,5.69835,0.25634,3.9246340000000015,4.581653000000001,3.0633239999999997,1.3625120000000002,2.3857600000000003,2.4250849999999997,3.479109,60.1792967,24.9132504
0,8.999322999999999,9.743184000000001,7.776367999999998,10.262885000000002,10.149691,10.342653999999996,12.092578999999999,7.161425,11.239970999999997,11.739725999999994,10.239540000000002,8.677848999999998,5.76891,8.460213999999997,10.637181999999997,60.21669478856165,24.82643506468404
0,10.441410999999997,10.096958999999998,9.541362999999993,11.124617999999996,11.011423999999995,11.061352999999995,13.857573999999996,8.918010000000002,10.950673999999998,11.939124999999999,10.94335299999999,9.945882999999998,7.067340000000003,10.225208999999994,11.355880999999997,60.182976,24.78576
0,1.6825549999999998,2.438126,0.6444969999999999,2.946117,2.832923,3.0258860000000003,4.9307300000000005,0.561884,4.227146,4.4229579999999995,2.8969570000000004,1.5505719999999998,2.423053,1.6369870000000004,3.320413999999999,60.1838677,24.9198371
0,4.780987000000001,5.553682000000001,3.4410649999999996,6.061673,5.948478999999999,6.141442,7.506163999999998,3.3469529999999996,7.253724999999998,7.538514000000003,5.986401,4.5771510000000015,2.365866,3.894657,6.43597,60.2056785,24.8916817
0,4.735503000000001,4.391051000000001,5.7543799999999985,5.4187100000000035,5.3055160000000035,5.355445000000004,8.956021999999999,5.165031,5.244766,6.233217000000004,5.234574,4.239975,6.459671999999999,6.454020999999999,5.649973000000005,60.15708560052,24.86930605276
0,9.328573,8.984121000000002,8.382496999999995,10.011779999999998,9.898585999999998,9.948514999999997,12.698708,7.759144000000001,9.837836000000001,10.826287000000002,9.823482999999996,8.833045000000004,5.908474000000001,9.066342999999996,10.243042999999998,60.177588,24.803942
0,3.3120640000000003,4.084758999999999,2.0317500000000006,4.592749999999999,4.479555999999999,4.672519000000001,6.347960999999999,1.9088139999999996,5.786012,6.069591000000004,4.570016,3.1094379999999995,1.8811600000000002,2.715596,4.967047000000002,60.1952452,24.9018997
0,4.757309000000001,5.501169999999999,3.534354,6.0208710000000005,5.907677,6.10064,7.850565,2.919411,6.9979569999999995,7.4977120000000035,6.060476,4.435835,1.5197170000000004,4.2181999999999995,6.395168000000001,60.19793090756802,24.876221716500662
0,9.367067000000002,10.110928000000005,8.144111999999998,10.630629000000006,10.517435000000004,10.710398000000001,12.460322999999999,7.5291690000000004,11.607714999999999,12.107469999999998,10.604628,9.045593000000002,6.016126999999999,8.827957999999995,11.004926000000001,60.203892,24.80493
0,3.7857250000000007,3.441273000000002,4.804602000000001,4.468932000000001,4.3557380000000006,4.405667000000001,8.006243999999999,4.215253,4.294988,5.283439000000006,4.283514999999999,3.290196999999999,6.344672999999999,5.5042430000000016,4.700195000000002,60.1603306,24.8815441
0,3.3780639999999993,3.0336120000000015,4.396940999999999,4.0612710000000005,3.948077,3.998006000000001,7.598583,3.8075919999999996,3.8873270000000013,4.875778000000004,3.8494319999999997,2.8825359999999978,5.937011999999998,5.096582,4.292534000000001,60.1611858260783,24.8899154000946
0,6.699999000000001,7.343132,5.483496,7.9635609999999994,7.850366999999999,8.04333,9.799707,4.860143,8.196847,9.185297999999998,7.999692000000002,6.376566999999999,3.009472999999999,6.1673420000000005,8.337858,60.1818132200983,24.8504396679317
0,9.539272000000002,10.283133000000005,8.316316999999996,10.802834000000006,10.689640000000004,10.882603000000001,12.632528,7.701374,11.779919999999999,12.279674999999997,10.789777,9.217798000000002,6.231752999999999,9.000162999999997,11.177131000000001,60.218731,24.814828
0,9.710393000000003,10.454254000000006,8.487437999999994,10.973955000000007,10.860761000000005,11.053724000000003,12.803649,7.872495000000002,11.951041,12.450795999999999,10.947954,9.388919000000003,6.359452999999999,9.171283999999996,11.348252000000002,60.220254,24.813437
0,11.132914999999995,11.876776000000003,9.692269999999995,12.396476999999999,12.283282999999997,12.476245999999994,13.632710000000005,9.295017,13.373562999999997,13.87331799999999,12.357943999999998,10.811441,7.902501999999998,10.142877,12.770773999999994,60.234401,24.813954
0,10.257756,10.034135000000001,9.041253,11.061793999999997,10.948599999999997,10.998528999999996,13.357464,8.417900000000003,10.887849999999998,11.876301,10.873496999999995,9.883059,6.567230000000001,9.725098999999997,11.293056999999997,60.18715,24.796959
0,8.923564000000002,9.667425000000005,7.700609,10.187126000000006,10.073932000000005,10.266895,12.016820000000001,7.085666000000004,11.164212000000001,11.663966999999998,10.161125000000002,8.602090000000002,5.5726239999999985,8.384454999999999,10.561423000000001,60.204669,24.814268
0,5.277875000000002,4.933423,6.296752000000002,5.961082000000003,5.847888000000003,5.897817000000003,9.498393999999998,5.707403,5.787138000000001,6.775589000000005,5.772229999999997,4.782347000000002,5.0590269999999995,6.996393000000003,6.192345000000004,60.1654485,24.8601992
0,2.6976839999999997,2.136268,3.806759000000001,3.1353629999999995,3.0221689999999994,3.004779000000001,6.7783219999999975,3.2195479999999996,2.7596809999999996,3.7481319999999987,2.9425880000000024,2.292354,5.348968,4.5064,3.2993069999999998,60.1589276,24.909692
0,9.293672999999998,8.949221,8.905544999999996,9.976879999999998,9.863685999999996,9.913614999999997,13.221756000000001,8.282192000000002,9.802935999999999,10.791387,9.70554799999999,8.798145000000002,6.431522000000001,9.589390999999997,10.208142999999996,60.175358,24.802049
0,9.378303000000004,9.37215,8.1618,10.399808999999998,10.286614999999996,10.336543999999996,12.478011,7.5384470000000015,10.225864999999997,11.214315999999998,10.204139999999994,9.054871000000002,5.6877770000000005,8.845645999999997,10.631071999999996,60.18734696398579,24.81075284439144
0,8.231781999999999,8.975643000000002,7.008826999999998,9.495344000000003,9.382150000000001,9.575112999999998,11.325038000000001,6.393884000000001,10.47243,10.972184999999994,9.469343,7.910308,4.8808419999999995,7.692672999999999,9.869640999999998,60.210735,24.824954
0,12.034419999999997,11.689967999999997,10.906953999999988,12.717626999999995,12.604432999999993,12.654361999999994,15.223164999999991,10.292010999999999,12.543682999999996,13.532133999999996,12.536131999999995,11.538891999999999,8.517445000000002,11.590799999999989,12.948889999999993,60.194599,24.769021
0,11.126752999999997,10.782300999999997,10.09894399999999,11.809959999999995,11.696765999999995,11.746694999999994,14.415154999999993,9.475591,11.636015999999996,12.624466999999997,11.636742999999994,10.631224999999999,7.6249210000000005,10.78278999999999,12.041222999999995,60.188706,24.780478
0,9.819732000000002,9.544589,8.603228999999995,10.572247999999998,10.459053999999997,10.508982999999997,12.91944,7.979876000000001,10.398303999999998,11.386754999999999,10.383950999999993,9.393513000000002,6.129206,9.287074999999998,10.803510999999997,60.186731,24.806152
0,4.288096000000001,5.031957,3.0651409999999992,5.551658000000001,5.438464,5.631427,7.381351999999998,2.450198,6.528744,7.028499000000004,5.514971000000002,3.9666219999999996,1.1047240000000003,3.748987,5.925955000000001,60.1967196,24.8840917
0,9.032934,8.688482,8.031420999999998,9.716140999999999,9.602946999999997,9.652875999999997,12.347631999999999,7.408068,9.542196999999998,10.530648,9.537025999999994,8.537406000000002,5.557398,8.715266999999995,9.947403999999997,60.178702,24.810974
0,11.103461999999997,10.759009999999998,10.937397999999998,11.786668999999996,11.673474999999994,11.723403999999995,15.253609,10.314045000000005,11.612724999999998,12.601175999999997,11.48282699999999,10.607933999999998,8.463375000000001,11.621243999999997,12.017931999999995,60.170758,24.763184
0,10.229112999999998,9.884660999999998,10.080086999999992,10.912319999999996,10.799125999999994,10.849054999999995,14.396297999999994,9.456734,10.738375999999997,11.726826999999998,10.723521999999992,9.733585,7.606064000000002,10.763932999999993,11.143582999999994,60.171127,24.775913
0,1.948404,2.7039750000000002,0.8369759999999998,3.211966,3.098772,3.2917350000000014,5.185123,0.5928110000000001,4.440427000000001,4.6888070000000015,3.162076,1.7638530000000001,2.1662320000000004,1.8913799999999998,3.586263,60.18523632967096,24.91724984112588
0,11.650201999999997,11.305749999999998,11.247950999999995,12.333408999999996,12.220214999999994,12.270143999999995,15.564161999999998,10.624598000000002,12.159464999999997,13.147915999999997,12.151577999999997,11.154673999999998,8.773928,11.931796999999994,12.564671999999995,60.180848,24.760606
