,date,Value,Prediction
0,2017-05-02,1.9166666666666667,3.038938431153932
1,2017-05-03,2.1666666666666665,3.0485577566865896
2,2017-05-04,2.5,2.6729607626576715
3,2017-05-05,3.3333333333333335,3.186766828479841
4,2017-05-06,3.9166666666666665,3.3622370753692725
5,2017-05-07,2.3333333333333335,2.564494269413028
6,2017-05-08,1.6666666666666667,2.349551487275591
7,2017-05-09,2.0833333333333335,1.9708586264787764
8,2017-05-10,2.5,1.9455387128134254
9,2017-05-11,3.3333333333333335,2.140911073286512
10,2017-05-12,3.3333333333333335,2.472502310102722
11,2017-05-13,4.5,2.719951853677623
12,2017-05-14,2.9166666666666665,3.112576182841486
13,2017-05-15,2.0833333333333335,3.0305352969778405
14,2017-05-16,3.8333333333333335,2.716303135744619
15,2017-05-17,3.1666666666666665,3.058177087387989
16,2017-05-18,2.0,3.256534781955471
17,2017-05-19,5.166666666666667,4.02420331715665
18,2017-05-20,5.833333333333333,4.095298098037176
19,2017-05-21,5.666666666666667,3.8375657787588273
20,2017-05-22,5.416666666666667,3.846411149300968
21,2017-05-23,6.166666666666667,3.702231442628593
22,2017-05-24,5.0,3.4551136047563076
23,2017-05-25,3.0833333333333335,3.7901324338565363
24,2017-05-26,4.333333333333333,3.803179326690963
25,2017-05-27,6.0,3.147736584156822
26,2017-05-28,6.833333333333333,3.6241709574283827
27,2017-05-29,4.166666666666667,3.8538191418535863
28,2017-05-30,4.083333333333333,3.1805750696746475
29,2017-05-31,0.0,3.3977292013392746
30,2017-06-01,3.6666666666666665,2.786292222335193
31,2017-06-02,3.8333333333333335,2.75610736061471
32,2017-06-03,4.833333333333333,3.2504535813803326
33,2017-06-04,5.083333333333333,3.1252914291266722
34,2017-06-05,2.9166666666666665,3.26958170752526
35,2017-06-06,6.166666666666667,3.7920120844291905
36,2017-06-07,6.25,4.054277633281779
37,2017-06-08,1.1666666666666667,3.571098650757797
38,2017-06-09,5.083333333333333,3.785267455076109
39,2017-06-10,7.083333333333333,4.08346740201521
40,2017-06-11,6.166666666666667,4.179882061528506
41,2017-06-12,1.5833333333333333,3.639208121646774
42,2017-06-13,3.25,3.6543558231689968
43,2017-06-14,8.25,3.9297788660153365
44,2017-06-15,8.666666666666666,3.952555770108098
45,2017-06-16,6.833333333333333,4.360659535337658
46,2017-06-17,5.916666666666667,4.6783193566228425
47,2017-06-18,5.416666666666667,4.273864232082317
48,2017-06-19,7.083333333333333,4.466472472552901
49,2017-06-20,3.6666666666666665,3.68763655277009
50,2017-06-21,4.583333333333333,3.658225667038137
51,2017-06-22,4.916666666666667,3.5956445815788576
52,2017-06-23,2.0833333333333335,3.428356317552296
53,2017-06-24,1.4166666666666667,3.6397609464118172
54,2017-06-25,2.4166666666666665,3.865539306458343
55,2017-06-26,5.583333333333333,3.7637068296342133
56,2017-06-27,5.083333333333333,3.862001131249171
57,2017-06-28,6.833333333333333,3.997998898023839
58,2017-06-29,6.5,4.113652233871853
59,2017-06-30,0.0,4.312783908412102
60,2017-07-01,7.416666666666667,3.8791390691227776
61,2017-07-02,5.583333333333333,4.16628227129745
62,2017-07-03,3.8333333333333335,3.926130146646571
63,2017-07-04,6.75,3.8737212617904864
64,2017-07-05,5.333333333333333,3.910319037900774
65,2017-07-06,7.25,3.5738628447020164
66,2017-07-07,4.583333333333333,3.964497014309789
67,2017-07-08,5.583333333333333,4.136539690738776
68,2017-07-09,5.416666666666667,4.246222434206208
69,2017-07-10,7.833333333333333,4.3785714511739675
70,2017-07-11,4.416666666666667,4.289675354611425
71,2017-07-12,7.666666666666667,4.274859322772149
72,2017-07-13,5.416666666666667,4.011266956134268
73,2017-07-14,9.333333333333334,4.05162399476788
74,2017-07-15,5.166666666666667,4.266013931555043
75,2017-07-16,4.666666666666667,4.403117360171453
76,2017-07-17,3.6666666666666665,4.077828440534068
77,2017-07-18,5.583333333333333,4.103922291817223
78,2017-07-19,4.333333333333333,3.894950177868575
79,2017-07-20,5.583333333333333,4.032827585560401
80,2017-07-21,5.166666666666667,4.164844906911769
81,2017-07-22,3.8333333333333335,4.114536782986463
82,2017-07-23,3.6666666666666665,4.291444440205944
83,2017-07-24,4.083333333333333,4.169267573194894
84,2017-07-25,6.0,4.242131403524644
85,2017-07-26,5.166666666666667,4.359774988233114
86,2017-07-27,5.416666666666667,4.60412861392701
87,2017-07-28,5.75,4.677655913056555
88,2017-07-29,6.333333333333333,4.4875907657198795
89,2017-07-30,6.25,4.529274610293753
90,2017-07-31,0.0,4.532481101049581
91,2017-08-01,5.25,4.672016958610644
92,2017-08-02,3.0,4.496214969263104
93,2017-08-03,7.583333333333333,4.52142433848171
94,2017-08-04,3.5833333333333335,4.31245218318313
95,2017-08-05,5.5,4.386753433570214
96,2017-08-06,2.6666666666666665,4.214378990562325
97,2017-08-07,4.5,4.079486979025684
98,2017-08-08,7.916666666666667,4.276075632148312
99,2017-08-09,9.083333333333334,4.456079067405628
100,2017-08-10,6.5,4.560454596013735
101,2017-08-11,8.583333333333334,4.422024366697594
102,2017-08-12,4.416666666666667,4.657422063906446
103,2017-08-13,5.666666666666667,4.4336339433879255
104,2017-08-14,6.833333333333333,4.219907403791953
105,2017-08-15,7.666666666666667,4.173026877032256
106,2017-08-16,5.416666666666667,4.377797451961995
107,2017-08-17,7.083333333333333,4.595062182058
108,2017-08-18,5.916666666666667,4.503954775882437
109,2017-08-19,5.75,4.558353886267853
110,2017-08-20,3.0833333333333335,4.39769960804419
111,2017-08-21,4.583333333333333,4.217917206547123
112,2017-08-22,4.833333333333333,4.012593784687772
