,Lat,Lon,is_water,Nearest_station
0,60.13441,24.66704,False,0.1504096832329793
1,60.13576,24.66704,False,0.1504096832329793
2,60.13711,24.66704,False,0.1504097141228222
3,60.13846,24.66704,False,0.1504097450130917
4,60.13982,24.66704,False,0.1504098070165812
5,60.14117,24.66704,False,0.1504098070165812
6,60.14252,24.66704,False,0.15040983790247797
7,60.14387,24.66704,False,0.15040986878986526
8,60.14522,24.66704,False,0.1504098996744945
9,60.14657,24.66704,False,0.15040993055708032
10,60.14792,24.66704,False,0.15040996144080382
11,60.14927,24.66704,False,0.15040999232353738
12,60.15062,24.66704,False,0.1504100232052858
13,60.15197,24.66704,False,0.15041005408463523
14,60.15332,24.66704,False,0.15041008496511749
15,60.15468,24.66704,False,0.15041014695148813
16,60.15603,24.66704,False,0.15041014695148813
17,60.15738,24.66704,False,0.15041017782830599
18,60.15873,24.66704,False,0.15041020870413524
19,60.16008,24.66704,False,0.15041023958145772
20,60.16143,24.66704,False,0.1504102704549605
21,60.16278,24.66704,False,0.15041030132924676
22,60.16413,24.66704,False,0.150410332201841
23,60.16548,24.66704,False,0.15041036307521533
24,60.16683,24.66704,False,0.15041039394512887
25,60.16818,24.66704,False,0.15041042481724057
26,60.16954,24.66704,False,0.15041048678365423
27,60.17089,24.66704,False,0.15041048678365423
28,60.17224,24.66704,False,0.15041051765209595
29,60.17359,24.66704,False,0.1504105485181366
30,60.17494,24.66704,False,0.15041057938601982
31,60.17629,24.66704,False,0.15041061025114846
32,60.17764,24.66704,False,0.15040658584846167
33,60.17899,24.66704,False,0.15040041374084476
34,60.18034,24.66704,False,0.1503942415486032
35,60.18169,24.66704,False,0.15038806927174045
36,60.18304,24.66704,False,0.15038189691025997
37,60.1844,24.66704,False,0.15037567874202645
38,60.18575,24.66704,False,0.15036950621069387
39,60.1871,24.66704,False,0.15036333359475396
40,60.18845,24.66704,False,0.15035716089420995
41,60.1898,24.66704,False,0.15035098810906533
42,60.19115,24.66704,False,0.15034481523932355
43,60.1925,24.66704,False,0.1503386422849879
44,60.19385,24.66704,False,0.15033246924606197
45,60.1952,24.66704,False,0.1503262961225493
46,60.19655,24.66704,False,0.15032012291445299
47,60.1979,24.66704,False,0.15031394962177672
48,60.19925,24.66704,False,0.1503077762445238
49,60.20061,24.66704,False,0.1503015570530352
50,60.20196,24.66704,False,0.1502953835060129
51,60.20331,24.66704,False,0.15028920987442435
52,60.20466,24.66704,False,0.1502830361582729
53,60.20601,24.66704,False,0.1502768623575618
54,60.20736,24.66704,False,0.15027068847229483
55,60.20871,24.66704,False,0.15026451450247527
56,60.21141,24.66704,False,0.15025216630919205
57,60.21276,24.66704,False,0.15024599208573522
58,60.21411,24.66704,False,0.1502398177777396
59,60.21547,24.66704,False,0.150233597648652
60,60.21682,24.66704,False,0.15022742317096272
61,60.21817,24.66704,False,0.1502212486087448
62,60.21952,24.66704,False,0.1502150739620018
63,60.22087,24.66704,False,0.15020889923073696
64,60.22222,24.66704,False,0.15020272441495397
65,60.22357,24.66704,False,0.15019654951465597
66,60.22492,24.66704,False,0.15019037452984665
67,60.22627,24.66704,False,0.15018419946052933
68,60.22762,24.66704,False,0.15017802430670735
69,60.22897,24.66704,False,0.15017184906838424
70,60.23033,24.66704,False,0.15016562800211622
71,60.23168,24.66704,False,0.15015945259417524
72,60.23303,24.66704,False,0.15015327710174348
73,60.23438,24.66704,False,0.15014710152482433
74,60.23573,24.66704,False,0.15014092586342115
75,60.23708,24.66704,False,0.15013475011753738
76,60.23843,24.66704,False,0.15012857428717652
77,60.23978,24.66704,False,0.15012239837234198
78,60.24113,24.66704,False,0.15011622237303723
79,60.13441,24.66975,False,0.1504096832329793
80,60.13576,24.66975,False,0.1504096832329793
81,60.13711,24.66975,False,0.1504097141228222
82,60.13846,24.66975,False,0.1504097450130917
83,60.13982,24.66975,False,0.1504098070165812
84,60.14117,24.66975,False,0.1504098070165812
85,60.14252,24.66975,False,0.15040983790247797
86,60.14387,24.66975,False,0.15040986878986526
87,60.14522,24.66975,False,0.1504098996744945
88,60.14657,24.66975,False,0.15040993055708032
89,60.14792,24.66975,False,0.15040996144080382
90,60.14927,24.66975,False,0.15040999232353738
91,60.15062,24.66975,False,0.1504100232052858
92,60.15197,24.66975,False,0.15041005408463523
93,60.15332,24.66975,False,0.15041008496511749
94,60.15468,24.66975,False,0.15041014695148813
95,60.15603,24.66975,False,0.15041014695148813
96,60.15738,24.66975,False,0.15041017782830599
97,60.15873,24.66975,False,0.15041020870413524
98,60.16008,24.66975,False,0.15041023958145772
99,60.16143,24.66975,False,0.1504102704549605
100,60.16278,24.66975,False,0.15041030132924676
101,60.16413,24.66975,False,0.150410332201841
102,60.16548,24.66975,False,0.15041036307521533
103,60.16683,24.66975,False,0.15041039394512887
104,60.16818,24.66975,False,0.15041042481724057
105,60.16954,24.66975,False,0.15041048678365423
106,60.17089,24.66975,False,0.15041048678365423
107,60.17224,24.66975,False,0.15041051765209595
108,60.17359,24.66975,False,0.1504105485181366
109,60.17494,24.66975,False,0.15041057938601982
110,60.17629,24.66975,False,0.15041061025114846
111,60.17764,24.66975,False,0.15040658584846167
112,60.17899,24.66975,False,0.15040041374084476
113,60.18034,24.66975,False,0.1503942415486032
114,60.18169,24.66975,False,0.15038806927174045
115,60.18304,24.66975,False,0.15038189691025997
116,60.1844,24.66975,False,0.15037567874202645
117,60.18575,24.66975,False,0.15036950621069387
118,60.1871,24.66975,False,0.15036333359475396
119,60.18845,24.66975,False,0.15035716089420995
120,60.1898,24.66975,False,0.15035098810906533
121,60.19115,24.66975,False,0.15034481523932355
122,60.1925,24.66975,False,0.1503386422849879
123,60.19385,24.66975,False,0.15033246924606197
124,60.1952,24.66975,False,0.1503262961225493
125,60.19655,24.66975,False,0.15032012291445299
126,60.1979,24.66975,False,0.15031394962177672
127,60.19925,24.66975,False,0.1503077762445238
128,60.20061,24.66975,False,0.1503015570530352
129,60.20196,24.66975,False,0.1502953835060129
130,60.20331,24.66975,False,0.15028920987442435
131,60.20466,24.66975,False,0.1502830361582729
132,60.20601,24.66975,False,0.1502768623575618
133,60.20736,24.66975,False,0.15027068847229483
134,60.20871,24.66975,False,0.15026451450247527
135,60.21006,24.66975,False,0.15041138207149596
136,60.21141,24.66975,False,0.15025216630919205
137,60.21276,24.66975,False,0.15024599208573522
138,60.21411,24.66975,False,0.1502398177777396
139,60.21547,24.66975,False,0.150233597648652
140,60.21682,24.66975,False,0.15022742317096272
141,60.21817,24.66975,False,0.1502212486087448
142,60.21952,24.66975,False,0.1502150739620018
143,60.22087,24.66975,False,0.15020889923073696
144,60.22222,24.66975,False,0.15020272441495397
145,60.22357,24.66975,False,0.15019654951465597
146,60.22492,24.66975,False,0.15019037452984665
147,60.22627,24.66975,False,0.15018419946052933
148,60.22762,24.66975,False,0.15017802430670735
149,60.22897,24.66975,False,0.15017184906838424
150,60.23033,24.66975,False,0.15016562800211622
151,60.23168,24.66975,False,0.15015945259417524
152,60.23303,24.66975,False,0.15015327710174348
153,60.23438,24.66975,False,0.15014710152482433
154,60.23573,24.66975,False,0.15014092586342115
155,60.23708,24.66975,False,0.15013475011753738
156,60.23843,24.66975,False,0.15012857428717652
157,60.23978,24.66975,False,0.15012239837234198
158,60.24113,24.66975,False,0.15011622237303723
159,60.13441,24.67247,False,0.1504096832329793
160,60.13576,24.67247,False,0.1504096832329793
161,60.13711,24.67247,False,0.1504097141228222
162,60.13846,24.67247,False,0.1504097450130917
163,60.13982,24.67247,False,0.1504098070165812
164,60.14117,24.67247,False,0.1504098070165812
165,60.14252,24.67247,False,0.15040983790247797
166,60.14387,24.67247,False,0.15040986878986526
167,60.14522,24.67247,False,0.1504098996744945
168,60.14657,24.67247,False,0.15040993055708032
169,60.14792,24.67247,False,0.15040996144080382
170,60.14927,24.67247,False,0.15040999232353738
171,60.15062,24.67247,False,0.1504100232052858
172,60.15197,24.67247,False,0.15041005408463523
173,60.15332,24.67247,False,0.15041008496511749
174,60.15468,24.67247,False,0.15041014695148813
175,60.15603,24.67247,False,0.15041014695148813
176,60.15738,24.67247,False,0.15041017782830599
177,60.15873,24.67247,False,0.15041020870413524
178,60.16008,24.67247,False,0.15041023958145772
179,60.16143,24.67247,False,0.1504102704549605
180,60.16278,24.67247,False,0.15041030132924676
181,60.16413,24.67247,False,0.150410332201841
182,60.16548,24.67247,False,0.15041036307521533
183,60.16683,24.67247,False,0.15041039394512887
184,60.16818,24.67247,False,0.15041042481724057
185,60.16954,24.67247,False,0.15041048678365423
186,60.17089,24.67247,False,0.15041048678365423
187,60.17224,24.67247,False,0.15041051765209595
188,60.17359,24.67247,False,0.1504105485181366
189,60.17494,24.67247,False,0.15041057938601982
190,60.17629,24.67247,False,0.15041061025114846
191,60.17764,24.67247,False,0.15041064111493715
192,60.17899,24.67247,False,0.15041067197986216
193,60.18034,24.67247,False,0.1504107028427382
194,60.18169,24.67247,False,0.15041073370498115
195,60.18304,24.67247,False,0.15041076456411817
196,60.1844,24.67247,False,0.15041082651481585
197,60.18575,24.67247,False,0.15041082651481585
198,60.1871,24.67247,False,0.1504108573727572
199,60.18845,24.67247,False,0.15041088823183485
200,60.1898,24.67247,False,0.15041091908780035
201,60.19115,24.67247,False,0.1504109499452605
202,60.1925,24.67247,False,0.1504109808003168
203,60.19385,24.67247,False,0.15041101165403176
204,60.1952,24.67247,False,0.15041104250817403
205,60.19655,24.67247,False,0.1504110733616867
206,60.1979,24.67247,False,0.15041110421314835
207,60.19925,24.67247,False,0.1504111350646866
208,60.20061,24.67247,False,0.1504111969927335
209,60.20196,24.67247,False,0.1504111969927335
210,60.20331,24.67247,False,0.1504112278416615
211,60.20466,24.67247,False,0.1504112586881877
212,60.20601,24.67247,False,0.1504112895376183
213,60.20736,24.67247,False,0.150411320382877
214,60.20871,24.67247,False,0.15041135122750265
215,60.21006,24.67247,False,0.15041138207149596
216,60.21141,24.67247,False,0.15041141291662488
217,60.21276,24.67247,False,0.15041144375828958
218,60.21411,24.67247,False,0.15041147460073578
219,60.21547,24.67247,False,0.15041153650951963
220,60.21682,24.67247,False,0.15041153650951963
221,60.21817,24.67247,False,0.1504115673497097
222,60.21952,24.67247,False,0.15041159818855843
223,60.22087,24.67247,False,0.15041162902606786
224,60.22222,24.67247,False,0.1504116598625894
225,60.22357,24.67247,False,0.15041169069883065
226,60.22492,24.67247,False,0.15041172153373186
227,60.22627,24.67247,False,0.15041175236835216
228,60.22762,24.67247,False,0.15041178320198517
229,60.22897,24.67247,False,0.15041181403463244
230,60.23033,24.67247,False,0.15041187592485109
231,60.23168,24.67247,False,0.15041187592485109
232,60.23303,24.67247,False,0.15041190675524083
233,60.23438,24.67247,False,0.15041193758499477
234,60.23573,24.67247,False,0.15041196841340937
235,60.23708,24.67247,False,0.15041199924083679
236,60.23843,24.67247,False,0.15041203006798254
237,60.23978,24.67247,False,0.15041206089378825
238,60.24113,24.67247,False,0.15041209171789846
239,60.13441,24.67519,False,0.1504096832329793
240,60.13576,24.67519,False,0.1504096832329793
241,60.13711,24.67519,False,0.1504097141228222
242,60.13846,24.67519,False,0.1504097450130917
243,60.13982,24.67519,False,0.1504098070165812
244,60.14117,24.67519,False,0.1504098070165812
245,60.14252,24.67519,False,0.15040983790247797
246,60.14387,24.67519,False,0.15040986878986526
247,60.14522,24.67519,False,0.1504098996744945
248,60.14657,24.67519,False,0.15040993055708032
249,60.14792,24.67519,False,0.15040996144080382
250,60.14927,24.67519,False,0.15040999232353738
251,60.15062,24.67519,False,0.1504100232052858
252,60.15197,24.67519,False,0.15041005408463523
253,60.15332,24.67519,False,0.15041008496511749
254,60.15468,24.67519,False,0.15041014695148813
255,60.15603,24.67519,False,0.15041014695148813
256,60.15738,24.67519,False,0.15041017782830599
257,60.15873,24.67519,False,0.15041020870413524
258,60.16008,24.67519,False,0.15041023958145772
259,60.16143,24.67519,False,0.1504102704549605
260,60.16278,24.67519,False,0.15041030132924676
261,60.16413,24.67519,False,0.150410332201841
262,60.16548,24.67519,False,0.15041036307521533
263,60.16683,24.67519,False,0.15041039394512887
264,60.16818,24.67519,False,0.15041042481724057
265,60.16954,24.67519,False,0.15041048678365423
266,60.17089,24.67519,False,0.15041048678365423
267,60.17224,24.67519,False,0.15041051765209595
268,60.17359,24.67519,False,0.1504105485181366
269,60.17494,24.67519,False,0.15041057938601982
270,60.17629,24.67519,False,0.15041061025114846
271,60.17764,24.67519,False,0.15040658584846167
272,60.17899,24.67519,False,0.15040041374084476
273,60.18034,24.67519,False,0.1503942415486032
274,60.18169,24.67519,False,0.15038806927174045
275,60.18304,24.67519,False,0.15038189691025997
276,60.1844,24.67519,False,0.15037567874202645
277,60.18575,24.67519,False,0.15036950621069387
278,60.1871,24.67519,False,0.15036333359475396
279,60.18845,24.67519,False,0.15035716089420995
280,60.1898,24.67519,False,0.15035098810906533
281,60.19115,24.67519,False,0.15034481523932355
282,60.1925,24.67519,False,0.1503386422849879
283,60.19385,24.67519,False,0.15033246924606197
284,60.1952,24.67519,False,0.1503262961225493
