Lon,Lat
24.667035463003632,60.13441209253857
24.667035463003632,60.135762983284714
24.667035463003632,60.13711387403086
24.667035463003632,60.138464764777005
24.667035463003632,60.13981565552315
24.667035463003632,60.1411665462693
24.667035463003632,60.14251743701544
24.667035463003632,60.14386832776159
24.667035463003632,60.145219218507734
24.667035463003632,60.14657010925388
24.667035463003632,60.147921000000025
24.667035463003632,60.14927189074617
24.667035463003632,60.15062278149232
24.667035463003632,60.15197367223846
24.667035463003632,60.15332456298461
24.667035463003632,60.15467545373075
24.667035463003632,60.1560263444769
24.667035463003632,60.157377235223045
24.667035463003632,60.15872812596919
24.667035463003632,60.160079016715336
24.667035463003632,60.16142990746148
24.667035463003632,60.16278079820763
24.667035463003632,60.16413168895377
24.667035463003632,60.16548257969992
24.667035463003632,60.166833470446065
24.667035463003632,60.16818436119221
24.667035463003632,60.169535251938356
24.667035463003632,60.1708861426845
24.667035463003632,60.17223703343065
24.667035463003632,60.17358792417679
24.667035463003632,60.17493881492294
24.667035463003632,60.176289705669085
24.667035463003632,60.17764059641523
24.667035463003632,60.178991487161376
24.667035463003632,60.18034237790752
24.667035463003632,60.18169326865367
24.667035463003632,60.18304415939981
24.667035463003632,60.18439505014596
24.667035463003632,60.185745940892104
24.667035463003632,60.18709683163825
24.667035463003632,60.188447722384396
24.667035463003632,60.18979861313054
24.667035463003632,60.19114950387669
24.667035463003632,60.19250039462283
24.667035463003632,60.19385128536898
24.667035463003632,60.195202176115124
24.667035463003632,60.19655306686127
24.667035463003632,60.197903957607416
24.667035463003632,60.19925484835356
24.667035463003632,60.20060573909971
24.667035463003632,60.20195662984585
24.667035463003632,60.203307520592
24.667035463003632,60.204658411338144
24.667035463003632,60.20600930208429
24.667035463003632,60.207360192830436
24.667035463003632,60.20871108357658
24.667035463003632,60.21006197432273
24.667035463003632,60.21141286506887
24.667035463003632,60.21276375581502
24.667035463003632,60.214114646561164
24.667035463003632,60.21546553730731
24.667035463003632,60.216816428053455
24.667035463003632,60.2181673187996
24.667035463003632,60.21951820954575
24.667035463003632,60.22086910029189
24.667035463003632,60.22221999103804
24.667035463003632,60.223570881784184
24.667035463003632,60.22492177253033
24.667035463003632,60.226272663276475
24.667035463003632,60.22762355402262
24.667035463003632,60.22897444476877
24.667035463003632,60.23032533551491
24.667035463003632,60.23167622626106
24.667035463003632,60.233027117007204
24.667035463003632,60.23437800775335
24.667035463003632,60.235728898499495
24.667035463003632,60.23707978924564
24.667035463003632,60.23843067999179
24.667035463003632,60.23978157073793
24.667035463003632,60.24113246148408
24.667035463003632,60.242483352230224
24.667035463003632,60.24383424297637
24.667035463003632,60.245185133722515
24.667035463003632,60.24653602446866
24.667035463003632,60.247886915214806
24.667035463003632,60.24923780596095
24.667035463003632,60.2505886967071
24.667035463003632,60.25193958745324
24.667035463003632,60.25329047819939
24.667035463003632,60.254641368945535
24.667035463003632,60.25599225969168
24.667035463003632,60.257343150437826
24.667035463003632,60.25869404118397
24.667035463003632,60.26004493193012
24.667035463003632,60.26139582267626
24.667035463003632,60.26274671342241
24.667035463003632,60.264097604168555
24.667035463003632,60.2654484949147
24.66975203985345,60.13441209253857
24.66975203985345,60.135762983284714
24.66975203985345,60.13711387403086
24.66975203985345,60.138464764777005
24.66975203985345,60.13981565552315
24.66975203985345,60.1411665462693
24.66975203985345,60.14251743701544
24.66975203985345,60.14386832776159
24.66975203985345,60.145219218507734
24.66975203985345,60.14657010925388
24.66975203985345,60.147921000000025
24.66975203985345,60.14927189074617
24.66975203985345,60.15062278149232
24.66975203985345,60.15197367223846
24.66975203985345,60.15332456298461
24.66975203985345,60.15467545373075
24.66975203985345,60.1560263444769
24.66975203985345,60.157377235223045
24.66975203985345,60.15872812596919
24.66975203985345,60.160079016715336
24.66975203985345,60.16142990746148
24.66975203985345,60.16278079820763
24.66975203985345,60.16413168895377
24.66975203985345,60.16548257969992
24.66975203985345,60.166833470446065
24.66975203985345,60.16818436119221
24.66975203985345,60.169535251938356
24.66975203985345,60.1708861426845
24.66975203985345,60.17223703343065
24.66975203985345,60.17358792417679
24.66975203985345,60.17493881492294
24.66975203985345,60.176289705669085
24.66975203985345,60.17764059641523
24.66975203985345,60.178991487161376
24.66975203985345,60.18034237790752
24.66975203985345,60.18169326865367
24.66975203985345,60.18304415939981
24.66975203985345,60.18439505014596
24.66975203985345,60.185745940892104
24.66975203985345,60.18709683163825
24.66975203985345,60.188447722384396
24.66975203985345,60.18979861313054
24.66975203985345,60.19114950387669
24.66975203985345,60.19250039462283
24.66975203985345,60.19385128536898
24.66975203985345,60.195202176115124
24.66975203985345,60.19655306686127
