,nearest_node_index,Lat,Lon
0,34729091,60.205577,24.962152
1,1241771332,60.2340530100318,25.032857400999006
2,309610762,60.1760798,24.9223942
3,2330873288,60.2027912,24.9666128
4,491777830,60.20649156514502,24.977079011778606
5,176193020,60.1868618,24.9509168
6,257702000,60.1896706,24.9481024
7,257727692,60.186979,24.943358
8,34632115,60.1962627,24.9476186
9,283277347,60.1975724,24.9267808
10,257725164,60.1895417,24.9521601
11,9178001410,60.17810631604,24.95218124892
12,765303995,60.1985314,24.9676708
13,1539284659,60.19588479865,24.95453389981
14,25151315,60.1996653,24.8836209
15,316643789,60.2078582,24.9676383
16,5224321323,60.18265182058,24.98179260578
17,585353526,60.2184427,24.9664619
18,1319789488,60.17319894172505,24.943301000681707
19,6130847586,60.18755649,24.9770684
20,264814837,60.208749,24.9465139
21,265586882,60.2139043,24.9588108
22,311028209,60.1741822,24.9613747
23,1369415115,60.1911411,24.9401593
24,1535131254,60.1837182,24.9621936
25,28107822,60.1902195,24.9083351
26,478501342,60.209796,24.979682
27,765555382,60.1896352,24.9635596
28,3059006195,60.179765,24.9554618
29,581375011,60.1825529,24.926687
30,705138491,60.199235425819,24.937826370875783
31,1324777051,60.2291001633593,24.9667185624346
32,1393569746,60.1974886,24.9614385
33,6840018671,60.198210866794,24.9327990790329
34,1539284590,60.1942342,24.9579931
35,2888026392,60.234578571034135,25.01031390508104
36,265504695,60.2172043,24.9544112
37,310697474,60.1920576,24.9642238
38,279062564,60.196431,24.936256
39,262606332,60.2014382,24.9332721
40,344208867,60.2032721,24.9513636
41,6323267656,60.187736,24.96098
42,26661559,60.1896994,24.9711926
43,428737171,60.1975329,24.899261
44,1371700255,60.174646,24.935186
45,7258295458,60.17219068,24.93930791
46,1394257323,60.22229427877046,24.875870912746144
47,298407165,60.1731029004969,24.9495192737191
48,591523015,60.2010614,24.9440506
49,1176824399,60.1942095,24.941578
50,290598373,60.2137007,24.9797283
51,1406409926,60.227495295832895,25.02761893353016
52,339299417,60.227520671727405,25.01006206113976
53,317712115,60.1864633,24.9678718
54,25502054,60.180863,24.9494
55,25199591,60.184312,24.826671
56,301713303,60.184987,24.820099
57,1941088307,60.17875,24.797984
58,6241823595,60.180027,24.831804
59,348026118,60.203852,24.8231
60,299303678,60.17558787407832,24.915662751685453
61,324257988,60.206142,24.840699
62,2492194517,60.168143,24.796136
63,8091838201,60.1583842,24.8766658
64,468106253,60.21227524113252,24.89955113635681
65,303102503,60.18363,24.817403
66,5299604741,60.173567,24.79139
67,5572103043,60.16582,24.840319
68,331452225,60.1540763,24.8793159
69,6862451230,60.185096,24.81422
70,292738277,60.1635309,24.9145165
71,4990394779,60.188118,24.835033
72,5570885538,60.184765,24.804022
73,4788339327,60.171524,24.827467
74,5514300407,60.175233,24.82895
75,299769880,60.178762,24.835132
76,1389659676,60.1792967,24.9132504
77,1495393005,60.21669478856165,24.82643506468404
78,2472685726,60.182976,24.78576
79,303067754,60.1838677,24.9198371
80,488549945,60.2056785,24.8916817
81,4484173271,60.15708560052,24.86930605276
82,978034461,60.177588,24.803942
83,25430870,60.1952452,24.9018997
84,25238413,60.19793090756802,24.876221716500662
85,471603100,60.203892,24.80493
86,8611403743,60.1603306,24.8815441
87,25199007,60.1611858260783,24.8899154000946
88,25156913,60.1818132200983,24.8504396679317
89,2626352737,60.218731,24.814828
90,5092994585,60.220254,24.813437
91,25305818,60.234401,24.813954
92,1703325051,60.18715,24.796959
93,1458148911,60.204669,24.814268
94,286124810,60.1654485,24.8601992
95,984956607,60.1589276,24.909692
96,819023503,60.175358,24.802049
97,1875922229,60.18734696398579,24.81075284439144
98,1476818679,60.210735,24.824954
99,2187136191,60.194599,24.769021
100,4364807412,60.188706,24.780478
101,4668802135,60.186731,24.806152
102,314207345,60.1967196,24.8840917
103,4523786202,60.178702,24.810974
104,419816477,60.170758,24.763184
105,4148769468,60.171127,24.775913
106,1517196386,60.18523632967096,24.91724984112588
107,248708162,60.180848,24.760606
108,5633352774,60.175769,24.792559
109,25152061,60.18483,24.837133
110,418392280,60.178655,24.817423
111,1372829280,60.1944475,24.8911179
112,298100117,60.191524,24.901008
113,311489556,60.162403,24.738416
114,3442875671,60.18288,24.794014
115,8655377946,60.157875,24.86202
116,496071453,60.183137,24.911127
117,5411607390,60.217311,24.812419
118,247224734,60.171551,24.802938
119,793710525,60.217261,24.806279
120,5600805360,60.173424,24.810688
121,5880369299,60.1926305828,24.87922144235
122,192778413,60.188399,24.8847362
123,332553484,60.1883091,24.9123717
124,5206201244,60.184596,24.744131
125,25151471,60.188499,24.829985
126,1895713943,60.213443,24.811572
127,7773013072,60.177749,24.784654
128,3050145362,60.176168,24.805825
129,1703283178,60.180806,24.824747
130,367974739,60.189143,24.807083
131,915386147,60.2028392,24.8934761
132,8149088380,60.176107,24.769667
133,1681029637,60.1948358,24.8713963
134,5110514891,60.174144,24.806051
135,297936281,60.19095693226663,24.91282713542788
136,1396381100,60.2038803,24.8708833
137,1020258922,60.17465,24.779428
138,355780912,60.208925,24.8895209
139,246132329,60.168266,24.805758
140,29689468,60.158194,24.791754
141,61684300,60.212508,24.819549
142,2590433070,60.15693191359567,24.912200440174857
143,2728500603,60.19270789626325,25.042580274921047
144,1456261048,60.187234122757424,25.036412289626025
145,25574333,60.19912713758262,25.042592465753465
146,297473033,60.204561663649095,25.033597412211737
147,4413435357,60.171980271468335,25.032968849816825
148,5281716969,60.16886855835367,25.020860955309665
149,2895759147,60.19844295116548,25.032112127941765
150,468461829,60.19021014587901,25.026065710136564
151,25573772,60.194614624348006,25.02887208274608
152,29915190,60.18374384938291,25.05303785910193
153,1655931539,60.17549032254954,25.04490070593989
154,325277166,60.20960066552812,25.07596801515546
155,3126437898,60.188950088551046,25.006566530899704
156,6744395793,60.18009213610057,25.05188370479307
157,25525410,60.18795810306132,25.031385306773423
158,25584166,60.19100958139025,25.037070035460086
159,457170583,60.20432489166999,25.07606935994523
160,25859624,60.20360955659899,25.086296156701028
161,952230523,60.181861779166056,24.992037110168354
162,287502948,60.19313762536413,25.031111942585127
163,1895336626,60.1987054995554,25.05854933123242
164,25584813,60.19553971683871,25.053580944057305
165,2426692563,60.21482071331432,25.09112452769074
166,6260654749,60.20905963366239,25.100426060233303
167,892566735,60.16773050334599,25.047496264887712
168,2134100453,60.209287,25.055528
169,3126572865,60.20596244959136,25.04516115672629
170,2490966862,60.20947670530612,25.03748221566049
