,station_name,latitude,longitude,number
100,Kapteeninpuistikko,60.1581892,24.9449274,401.3179055633474
101,Karhulantie,60.21860147844144,25.10232484990167,53.01548801870251
102,Karhupuisto,60.1842833,24.9526763,274.10390369331463
103,Kasarmitori,60.1650171805,24.94947287873,316.2337540906966
104,Katariina Saksilaisen katu,60.217214807977534,24.98442007835869,121.967477525119
105,Kauppakorkeakoulu,60.1711591,24.924961,445.8306451612903
106,Keilalahti,60.171524,24.827467,129.94459511817126
107,Keilaniemi (M),60.175233,24.82895,169.46299883765982
108,Keilaranta,60.178762,24.835132,110.35451375435875
109,Kesäkatu,60.1792967,24.9132504,297.2775829827022
110,Kiasma,60.1712579,24.9374279,625.007363253857
111,Kirjurinkuja,60.21669478856165,24.82643506468404,223.74696356275302
112,Kirkkoherrantie,60.22493036511101,24.972819375145058,52.49180327868852
113,Kiskontie,60.1989402,24.9012997,174.1229546517064
114,Koivu-Mankkaa,60.182976,24.78576,54.49812734082397
115,Komeetankatu,60.167216,24.735969,111.1966937879375
116,Komentajankatu,60.216222,24.821932,91.92543859649123
117,Korjaamo,60.1838677,24.9198371,652.8501636278636
118,Korkeasaari,60.1799061407845,24.9825269338027,147.06451612903226
119,Korppaanmäentie,60.2034735,24.8989297,186.15930341280972
120,Koskelan varikko,60.212701,24.969956,77.45791805094132
121,Koskelantie,60.208749,24.9465139,315.96400187003275
122,Kriikunakuja,60.2056785,24.8916817,123.9651706404862
123,Kuikkarinne,60.15708560052,24.86930605276,254.13878256574887
124,Kulosaari (M),60.188950088551046,25.006566530899704,252.6457627118644
125,Kulttuuriaukio,60.177588,24.803942,110.40927289164406
126,Kustaankartano,60.2307028705708,24.9487651621967,51.238524590163934
127,Kustaankatu,60.1882752174,24.95597593163,241.11840968020744
128,Kutsuntatie,60.230453,24.824561,24.015238095238097
129,Kuunkatu,60.172673,24.726025,93.69249649368864
130,Kuusitie,60.1952452,24.9018997,299.2579476390837
131,Kylävoudintie,60.22440378465167,24.95256124358972,78.69344262295083
132,Käpylän asema,60.2208057097763,24.9479290250383,135.49146797568957
133,Käpyläntie,60.2139043,24.9588108,185.50642823749416
134,Käskynhaltijantie,60.2332319517011,24.9579341169413,43.266666666666666
135,Laajalahden aukio,60.19793090756802,24.876221716500662,388.7170406732118
136,Laajalahden keskus,60.203892,24.80493,47.06474988312295
137,Laajasalon ostoskeskus,60.18009213610057,25.05188370479307,114.26163265306124
138,Laivalahden puistotie,60.18795810306132,25.031385306773423,141.29293785310733
139,Laivasillankatu,60.160959094315416,24.95634747175871,291.7391304347826
140,Lastenlehto,60.1658121,24.927021,289.49427302477795
141,Lauttasaaren ostoskeskus,60.1603306,24.8815441,474.83870967741933
142,Lauttasaarensilta,60.1611858260783,24.8899154000946,395.3309957924264
143,Lehtisaarentie,60.1818132200983,24.8504396679317,219.2707729468599
144,Lepolantie,60.23910894200569,24.92859501499382,50.58333333333333
145,Leppäsuonaukio,60.16957343209,24.92659049777,384.6461352657005
146,Leppävaaran uimahalli,60.226379,24.804735,62.52502164502165
147,Leppävaaran urheilupuisto,60.224943,24.800971,55.79844155844156
148,Leppävaaranaukio,60.218731,24.814828,336.11538461538464
149,Leppävaarankäytävä,60.220254,24.813437,265.4116894977169
150,Liisanpuistikko,60.1741822,24.9613747,562.890603085554
151,Linnakepolku,60.1637,24.790132,66.16200679383329
152,Linnanmäki,60.1911411,24.9401593,504.26192145862547
153,Linnuntie,60.234401,24.813954,63.276315789473685
154,Lintulahdenkatu,60.1837182,24.9621936,628.9678588125292
155,Louhentori,60.18715,24.796959,104.56567222006974
156,Lukutori,60.187086,24.742936,42.4695854320031
157,Lumivaarantie,60.204669,24.814268,34.05931905931906
158,Luoteisväylä,60.1654485,24.8601992,212.56954184198224
159,Lystimäensilta,60.17471,24.752442,40.27128205128205
160,Lystimäki,60.172814,24.745666,41.54552499031384
161,Läkkitori,60.221019,24.813109,111.11201079622131
162,Länsisatamankatu,60.1589276,24.909692,697.843267882188
163,Länsisatamankuja,60.15693191359567,24.912200440174857,470.3200564971752
164,Länsiterminaali,60.150395628620245,24.915862667368163,85.02655367231638
165,Länsituuli,60.175358,24.802049,284.1703474105644
166,Maarinranta,60.18734696398579,24.81075284439144,83.06152204836415
167,Maistraatintori,60.199151,24.924873,138.5793595137915
168,Majurinkulma,60.210735,24.824954,134.64294372294373
169,Mamsellimyllynkatu,60.21825196984328,25.05910387617357,35.311299435028246
170,Mankkaanaukio,60.194599,24.769021,52.59111455508201
171,Mankkaanlaaksontie,60.188706,24.780478,57.06457445434586
172,Mannerheimintie,60.1690724,24.9394195,652.9441327723235
173,Margareetankuja,60.19100958139025,25.037070035460086,68.0603448275862
174,Marian sairaala,60.1680998,24.9220763,526.039270687237
175,Marjaniementie,60.20432489166999,25.07606935994523,95.58305084745763
176,Marjaniemi,60.20360955659899,25.086296156701028,36.22966101694915
177,Marttila,60.227143233822176,24.873227365442304,53.56666666666667
178,Mastokatu,60.1647545,24.9674861,199.77477793361385
179,Matinkartanontie,60.156258,24.752489,146.76729780271157
180,Matinkyläntie,60.155689,24.744978,109.60144646777735
181,Matinlahdenranta,60.151041,24.754196,98.77941366395454
182,Maunula,60.2303828883575,24.9325030021005,69.09406779661018
183,Meilahden sairaala,60.1902195,24.9083351,290.58193080878914
184,Melkonkuja,60.1498127,24.8861094,204.67741935483872
185,Mellstenintie,60.154941,24.773993,129.2322097378277
186,Merihaka,60.17806592826971,24.958452215046275,339.69910100475937
187,Merisotilaantori,60.1678703,24.9755341,234.62213651238895
188,Messeniuksenkatu,60.1878352,24.9180102,544.9670406732118
189,Metsänneidonpolku,60.186731,24.806152,143.78832493865426
190,Munkkiniemen aukio,60.1967196,24.8840917,299.1938990182328
191,Muotoilijankatu,60.209796,24.979682,141.11111111111111
192,Mustikkamaa,60.181861779166056,24.992037110168354,199.29770114942528
193,Muurarinkuja,60.223769,24.812271,86.39338731443993
194,Muusantori,60.2071193,24.8559544,105.15813464235625
195,Myllypuro (M),60.22408646778726,25.075395792228694,94.36073446327683
196,Mäkelänkatu,60.1896352,24.9635596,261.4294062646096
197,Mäkitorpantie,60.230141,24.962531,45.59836065573771
198,Mäkkylän asema,60.220467,24.83939,43.24051948051948
199,Mäntyviita,60.178702,24.810974,103.06986955960222
200,Narinkka,60.1700420359,24.93460698,709.8082047685834
201,Nelikkotie,60.161588,24.74663,87.71871367686944
202,Niittykumpu (M),60.170758,24.763184,394.90197597830297
203,Niittymaa,60.171127,24.775913,222.85302854190883
204,Nokkala,60.147974,24.754344,80.16257597007947
205,Nordenskiöldinaukio,60.18523632967096,24.91724984112588,314.7210144927536
206,Nuottaniementie,60.147921,24.741546,41.46351543329459
207,Näkinsilta,60.179765,24.9554618,621.4410939691445
208,Näyttelijäntie,60.23285213757895,24.887434554817386,85.20141242937854
209,Olarinluoma,60.180848,24.760606,57.878470876921085
210,Olympiastadion,60.1845055,24.9249741,542.1241234221599
211,Ooppera,60.1825529,24.926687,705.7968676951848
212,Opastinsilta,60.199235425819,24.937826370875783,247.64098360655734
213,Oravannahkatori,60.175769,24.792559,95.2668216453571
214,Orionintie,60.180118,24.771826,72.23439767779391
215,Orpaanporras,60.22356519670723,25.0654218381558,65.49039548022598
216,Otaranta,60.18483,24.837133,194.15588273279093
217,Otsolahti,60.178655,24.817423,141.10809763657497
218,Otto Brandtin tie,60.23178406584145,24.978138919040457,88.70163934426229
219,Oulunkylän asema,60.2291001633593,24.9667185624346,163.21129943502822
220,Outotec,60.163412,24.742219,27.032258064516128
221,Paavalinpuisto,60.1974886,24.9614385,261.8534361851332
222,Paciuksenkaari,60.1944475,24.8911179,289.0255960729313
223,Paciuksenkatu,60.191524,24.901008,229.38816425120774
224,Painiitty,60.235089,24.831397,52.76242424242424
225,Pajamäki,60.218807358014985,24.85566795479381,100.15163934426229
226,Pasilan asema,60.198210866794,24.9327990790329,815.0
227,Pernajantie,60.1942342,24.9579931,311.13849929873777
228,Perämiehenkatu,60.1600875931318,24.9340656851357,421.375845410628
229,Petter Wetterin tie,60.19313762536413,25.031111942585127,388.1878531073446
230,Peukaloisentie,60.1987054995554,25.05854933123242,66.0787356321839
231,Pihlajamäki,60.234578571034135,25.01031390508104,51.005649717514125
232,Piispankallio,60.168441,24.743532,60.701536872013435
233,Piispanportti,60.165603,24.732688,98.9876017047656
234,Piispansilta,60.162403,24.738416,360.3464235624123
235,Pitäjänmäen asema,60.22431428805152,24.85863812462164,99.44770114942528
236,Pohjankulma,60.18288,24.794014,147.5616686039003
237,Pohjois-Haagan asema,60.230151499496536,24.88312884546424,114.02937853107345
238,Pohjolanaukio,60.2172043,24.9544112,114.56533426834969
239,Pohjolankatu,60.213421,24.9437964,74.83976157082749
240,Porolahden koulu,60.19553971683871,25.053580944057305,108.80169491525425
241,Porthania,60.16986222858,24.9481463998,845.0465170640487
242,Postipuun koulu,60.223827,24.826396,38.52363636363636
243,Prinsessantie,60.206340232662725,25.06009233354084,52.790960451977405
244,Puistokaari,60.157875,24.86202,163.5431276297335
245,Puotila (M),60.21482071331432,25.09112452769074,95.72259887005652
246,Puotilan ostoskeskus,60.21270057142605,25.095559512793297,70.37485875706214
247,Puotilantie,60.20905963366239,25.100426060233303,54.32316384180791
248,Puotinharju,60.21249416558419,25.08232209439382,71.53559322033898
249,Puotinkylän kartano,60.21250990784526,25.10619874297898,64.71694915254238
250,Päijänteentie,60.1920576,24.9642238,206.20044413277233
251,Radiokatu,60.20499,24.918419,110.21470313230482
252,Rajasaarentie,60.183137,24.911127,285.0958391771856
253,Ratapihantie,60.196431,24.936256,389.58824216923796
254,Ratsutori,60.217311,24.812419,171.62618083670714
255,Rautatieläisenkatu,60.2014382,24.9332721,313.8426834969612
256,Rautatientori / itä,60.1708236,24.9425268,922.412108461898
257,Rautatientori / länsi,60.1706061,24.9397601,1020.4441327723234
258,Reiherintie,60.16773050334599,25.047496264887712,53.918926553672314
259,Relanderinaukio,60.18588749805257,25.00601922389024,106.60901639344263
260,Revontulentie,60.171551,24.802938,111.02544233501227
261,Ritarikatu,60.17110664588,24.95555819284,302.213768115942
262,Roihupelto,60.209287,25.055528,106.41028638223261
263,Rummunlyöjänkatu,60.217261,24.806279,81.67645074224022
264,Ruomelantie,60.174524,24.729314,64.22791023842917
265,Ruskeasuon varikko,60.20767995961701,24.89866789062813,103.07800105764144
266,Ruutikatu,60.223377,24.820635,34.299754299754305
267,Salmisaarenranta,60.16478138043,24.90096080349,425.9413043478261
268,Sammonpuistikko,60.1731473,24.9224112,375.60168302945306
269,Sateentie,60.173424,24.810688,111.6658917732145
270,Saunalahdentie,60.1926305828,24.87922144235,126.34467040673212
271,Senaatintori,60.1691278,24.9526414,290.86734455352973
272,Sepetlahdentie,60.152343,24.741234,85.67613370733987
273,Sepänkatu,60.1579483,24.9362853,590.2824918186068
274,Seurasaari,60.188399,24.8847362,275.1049555867228
275,Siilitie (M),60.20596244959136,25.04516115672629,185.19265536723165
276,Siilitie 13,60.215063371665806,25.04379377901174,47.5634236453202
277,Siilitie 9,60.20947670530612,25.03748221566049,72.68587570621469
278,Siltavoudintie,60.23370685633967,24.96539507775229,49.70544685351666
279,Sofianlehdonkatu,60.2032721,24.9513636,131.09852734922862
280,Stenbäckinkatu,60.1883091,24.9123717,227.5515427769986
281,Suomenlahdentie,60.160015,24.741294,450.8508648901356
282,Suurpellonaukio,60.184596,24.744131,54.080718067932324
283,Sähkömies,60.188499,24.829985,95.59176029962546
284,Säteri,60.213443,24.811572,73.51653171390014
285,Säterinniitty,60.214666,24.800486,52.28508771929825
286,Säterinrinne,60.214193,24.805613,37.564777327935225
287,Sörnäinen (M),60.187736,24.96098,796.7461430575036
288,Takomotie,60.2178996331627,24.8710464686467,153.9598870056497
289,Tammisalon aukio,60.19164687919301,25.06118417092495,65.3603448275862
290,Tapiolan urheilupuisto,60.177749,24.784654,69.5397132894227
291,Tapionaukio,60.176168,24.805825,195.87937491928193
292,Tekniikantie,60.180806,24.824747,102.84205088467002
293,Teljäntie,60.20969562580255,24.868739477207995,115.95797101449276
294,Tenholantie,60.2024393,24.9054609,258.5814633006077
295,Teollisuuskatu,60.193486,24.9487524,183.4116409537167
296,Teurastamo,60.1896994,24.9711926,385.8232819074334
297,Thalianaukio,60.22534052315868,24.894792651160333,102.35409836065574
298,Tietäjä,60.189143,24.807083,78.23970037453184
299,Tiistiläntie,60.156755,24.737664,66.91101640191141
300,Tiistinkallio,60.153737,24.729112,62.56657626243059
301,Tilkantori,60.2028392,24.8934761,204.5176484338476
302,Tilkanvierto,60.1975329,24.899261,448.7591164095372
303,Toinen linja,60.183164,24.9441949,332.7675315568023
304,Tontunmäentie,60.176107,24.769667,77.97055404881829
305,Toppelundinportti,60.1624471,24.7848628,56.33905919661734
306,Toppelundintie,60.1591405,24.782477,44.92599767531965
307,Torpanranta,60.1948358,24.8713963,147.77501168770453
308,Tulisuontie,60.20207298671284,25.060046596074795,99.85988700564971
309,Tunnelitie,60.21661653745581,24.89954369574049,166.00819209039548
310,Tupasaarentie,60.187998177032696,25.015391648483803,76.0
311,Tuulimäki,60.174144,24.806051,43.54153005464481
312,Tyynenmerenkatu,60.156838,24.920661,714.9720663861617
313,Töölönkatu,60.1775598,24.9283272,493.5852033660589
314,Töölönlahden puisto,60.174646,24.935186,439.87622720897616
315,Töölönlahdenkatu,60.17219068,24.93930791,1554.9599111734456
316,Töölöntori,60.1791231,24.9249114,365.71680691912115
317,Töölöntulli,60.19095693226663,24.91282713542788,399.1179289387564
318,Uimastadion,60.1892172,24.9292286,368.8433847592333
319,Ulvilantie,60.2038803,24.8708833,121.2800374006545
320,Unioninkatu,60.1674573,24.9510227,554.4779102384292
321,Upseerinkatu,60.216067,24.819396,52.92780026990554
322,Urheilupuisto (M),60.17465,24.779428,332.0900167893581
323,Valimon asema,60.22229427877046,24.875870912746144,101.64237288135593
324,Valimotie,60.21592223543679,24.87646479282845,194.7737704918033
325,Vallikatu,60.228463,24.813871,58.14372294372294
326,Vallilan varikko,60.195225,24.962832,111.06755260243634
327,Vallipolku,60.227827,24.819614,43.20620043258832
328,Vanha Kauppahalli,60.165343,24.953535,232.83357487922703
329,Vanha Viertotie,60.21107529627341,24.881660254358646,126.27021857923498
330,Vanha kirkkopuisto,60.1652883,24.9391499,548.7930107526881
331,Varsapuistikko,60.1731029004969,24.9495192737191,513.935250116877
332,Velodrominrinne,60.2010614,24.9440506,241.2156381486676
333,Venttiilikuja,60.1942095,24.941578,338.9165497896213
334,Verkatehtaanpuisto,60.2137007,24.9797283,334.67706872370263
335,Vesakkotie,60.22794236805671,24.92656476426376,74.1183662128369
336,Vihdintie,60.208925,24.8895209,236.06802244039272
337,Viikin normaalikoulu,60.227495295832895,25.02761893353016,108.53860391327339
338,Viikin tiedepuisto,60.227520671727405,25.01006206113976,246.95795875198306
339,Viiskulma,60.1609859,24.9417758,448.9579242636746
340,Vilhonvuorenkatu,60.1864633,24.9678718,607.9032258064516
341,Voikukantie,60.20899759942336,25.0867821055208,107.9367816091954
342,Von Daehnin katu,60.23033717886547,25.04356806988234,40.58333333333333
343,Westendinasema,60.168266,24.805758,130.15007103189978
344,Westendintie,60.158194,24.791754,60.28142147896524
345,Yhdyskunnankuja,60.212508,24.819549,83.82181818181817
346,Ympyrätalo,60.180863,24.9494,1012.0118045815801
