Lat,Lon,label_weekend,label_working,sum_score
60.18372,24.96219,178.3577497729074,297.08073610085546,408.30163916536407
60.18698,24.94336,174.73868135575614,316.2682443878163,382.05149841718895
60.20279,24.96661,114.74608812531652,184.67187777362827,283.0233222330083
60.16353,24.91452,86.2129816480726,210.6145770203812,280.57475286240015
60.15684,24.92066,156.6518514116242,289.3301916630127,275.04368074343597

