,Temperature,Cloud Cover,Wind Gust,Precipitation,Sea Level Pressure,Relative Humidity,Snow Depth,Wind Speed,cal_year,cal_month,cal_day,cal_hour,date
52,-18.765000000000004,5.1875,6.855000000000001,0.0,1008.3599999999999,82.6,3.25,4.575,2016,1,5,8,2016-01-05 08:00:00
53,-17.435000000000002,6.375,6.675000000000002,0.0,1008.14,81.6,3.3333333333333335,4.24,2016,1,5,10,2016-01-05 10:00:00
54,-16.634999999999998,7.5625,6.780000000000001,0.0,1007.885,81.8,3.3333333333333335,4.24,2016,1,5,12,2016-01-05 12:00:00
55,-15.64,7.5625,8.545,0.15833333333333333,1008.0450000000001,84.4,3.8333333333333335,5.595000000000001,2016,1,5,14,2016-01-05 14:00:00
56,-15.645000000000001,7.75,10.425,0.041666666666666664,1008.4,83.25,4.0,6.975,2016,1,5,16,2016-01-05 16:00:00
57,-15.965,7.625,10.895000000000001,0.016666666666666666,1009.2549999999999,84.3,4.0,7.07,2016,1,5,18,2016-01-05 18:00:00
58,-16.705,7.6875,9.955,0.025000000000000005,1010.015,84.15,3.8333333333333335,6.665000000000001,2016,1,5,20,2016-01-05 20:00:00
59,-17.375,7.5,8.690000000000001,0.008333333333333333,1010.7700000000001,83.25,4.0,5.925,2016,1,5,22,2016-01-05 22:00:00
60,-18.06,6.125,8.345,0.0,1011.625,82.6,4.0,5.61,2016,1,6,0,2016-01-06 00:00:00
61,-18.689999999999998,3.9375,7.919999999999999,0.0,1012.45,82.7,4.0,5.38,2016,1,6,2,2016-01-06 02:00:00
62,-19.169999999999998,6.375,7.5550000000000015,0.0,1012.97,82.45,4.0,5.155000000000001,2016,1,6,4,2016-01-06 04:00:00
63,-19.5,6.6875,6.8,0.0,1013.595,82.35,4.0,4.495,2016,1,6,6,2016-01-06 06:00:00
64,-19.8,4.5625,6.12,0.0,1014.18,81.95,4.0,3.9400000000000004,2016,1,6,8,2016-01-06 08:00:00
65,-19.325,6.5,6.0200000000000005,0.0,1014.6049999999999,81.25,4.0,3.8900000000000006,2016,1,6,10,2016-01-06 10:00:00
66,-18.615000000000002,7.0625,5.32,0.0,1014.6150000000001,81.45,4.0,3.3900000000000006,2016,1,6,12,2016-01-06 12:00:00
67,-19.520000000000003,3.5625,5.755000000000001,0.0,1014.9200000000001,81.6,4.0,3.7800000000000002,2016,1,6,14,2016-01-06 14:00:00
68,-20.35,2.125,5.835000000000001,0.0,1015.1150000000001,81.55,4.0,3.9400000000000004,2016,1,6,16,2016-01-06 16:00:00
69,-20.835,2.125,5.760000000000001,0.0,1015.1899999999999,81.2,4.0,3.825,2016,1,6,18,2016-01-06 18:00:00
70,-21.494999999999997,2.875,5.845000000000001,0.0,1015.375,80.25,4.0,4.025,2016,1,6,20,2016-01-06 20:00:00
71,-22.235000000000003,2.6875,5.8500000000000005,0.0,1015.3100000000001,79.6,4.0,3.8400000000000007,2016,1,6,22,2016-01-06 22:00:00
72,-22.445,2.5625,5.78,0.0,1015.15,79.3,4.0,3.85,2016,1,7,0,2016-01-07 00:00:00
73,-22.825,3.75,5.385000000000001,0.0,1015.26,79.05,4.0,3.4400000000000004,2016,1,7,2,2016-01-07 02:00:00
74,-23.035,5.0,5.015000000000001,0.0,1015.3149999999999,79.25,4.0,3.0550000000000006,2016,1,7,4,2016-01-07 04:00:00
75,-23.235000000000003,4.125,4.9799999999999995,0.0,1015.6899999999999,79.0,4.0,3.0650000000000004,2016,1,7,6,2016-01-07 06:00:00
76,-23.110000000000003,3.0,4.92,0.0,1015.8700000000001,78.6,3.9166666666666665,3.1050000000000004,2016,1,7,8,2016-01-07 08:00:00
77,-21.610000000000003,2.25,4.35,0.0,1015.65,78.35,3.6666666666666665,2.7800000000000002,2016,1,7,10,2016-01-07 10:00:00
78,-20.445,2.0,4.154999999999999,0.0,1015.835,78.1,3.6666666666666665,2.66,2016,1,7,12,2016-01-07 12:00:00
79,-21.17,1.5,4.165000000000001,0.0,1015.675,78.6,3.6666666666666665,2.7100000000000004,2016,1,7,14,2016-01-07 14:00:00
80,-22.095,1.75,2.8900000000000006,0.0,1015.825,79.2,3.9166666666666665,1.81,2016,1,7,16,2016-01-07 16:00:00
81,-22.57,1.75,2.6550000000000002,0.0,1015.865,79.5,4.0,1.7750000000000008,2016,1,7,18,2016-01-07 18:00:00
82,-22.96,1.0625,2.7600000000000002,0.0,1015.9400000000002,79.5,4.0,1.8900000000000006,2016,1,7,20,2016-01-07 20:00:00
83,-22.999999999999996,1.4375,2.3150000000000004,0.0,1015.82,79.85,4.0,1.6500000000000008,2016,1,7,22,2016-01-07 22:00:00
84,-23.215,1.0,1.7400000000000002,0.0,1015.8550000000001,80.0,4.0,1.2250000000000005,2016,1,8,0,2016-01-08 00:00:00
85,-23.089999999999996,1.25,1.7450000000000006,0.0,1015.345,79.7,4.0,1.2000000000000004,2016,1,8,2,2016-01-08 02:00:00
86,-22.52,2.75,1.6900000000000006,0.0,1014.765,80.3,4.25,1.2200000000000004,2016,1,8,4,2016-01-08 04:00:00
87,-21.140000000000004,4.8125,2.0700000000000007,0.0,1014.3099999999998,81.45,4.083333333333333,1.5550000000000004,2016,1,8,6,2016-01-08 06:00:00
88,-19.465000000000003,4.0625,2.6850000000000005,0.0,1014.1200000000001,83.0,4.083333333333333,1.9200000000000004,2016,1,8,8,2016-01-08 08:00:00
89,-16.369999999999997,7.75,2.45,0.10000000000000002,1013.7150000000001,85.4,4.083333333333333,1.7150000000000005,2016,1,8,10,2016-01-08 10:00:00
90,-14.775,7.3125,2.3000000000000003,0.10000000000000002,1013.1150000000001,86.8,4.5,1.4700000000000004,2016,1,8,12,2016-01-08 12:00:00
