,station,latitude,longitude,degree_centr,in_degree_centr,out_degree_centr,betwenneess_centr,eigenvector_centr,closeness_centr,pagerank_value,Neigh_1_dist,Neigh_2_dist,Neigh_3_dist,Neigh_1_name,Neigh_2_name,Neigh_3_name,degree_centr1,in_degree_centr1,out_degree_centr1,betwenneess_centr1,eigenvector_centr1,closeness_centr1,degree_centr2,in_degree_centr2,out_degree_centr2,betwenneess_centr2,eigenvector_centr2,closeness_centr2,degree_centr3,in_degree_centr3,out_degree_centr3,betwenneess_centr3,eigenvector_centr3,closeness_centr3
10,Fleminginkatu,60.1895417,24.9521601,0.8554913294797687,0.42485549132947975,0.430635838150289,0.005858689980121428,0.0969595909687251,0.5844594594594594,0.004764453035934701,0.22558042630556632,0.2544233960356718,0.27067307820615205,Brahen puistikko,Kustaankatu,Gebhardinaukio,0.8352601156069364,0.41618497109826585,0.4190751445086705,0.00459381665532866,0.0969308439429674,0.5795644891122278,0.6589595375722543,0.315028901734104,0.34393063583815026,0.0007169992560103858,0.0796169964591465,0.5331278890600925,0.6502890173410404,0.30635838150289013,0.34393063583815026,0.0028475524663145544,0.07355008282701944,0.5474683544303798
11,Hakaniemi (M),60.17810631604,24.95218124892,0.8236994219653179,0.407514450867052,0.41618497109826585,0.0067283297104914425,0.09417721109272861,0.5795644891122278,0.0046369055563585575,0.2594221734882101,0.34374071491845903,0.34806665793651054,Näkinsilta,Ympyrätalo,Merihaka,0.8554913294797687,0.4393063583815029,0.41618497109826585,0.008157610987771026,0.09713379558950175,0.5914529914529915,0.9190751445086704,0.4595375722543352,0.4595375722543352,0.007195669915571896,0.10352577896559516,0.5945017182130584,0.5346820809248555,0.2774566473988439,0.25722543352601157,0.0016799975833390705,0.06552440961840446,0.5148809523809523
12,Haukilahdenkatu,60.1985314,24.9676708,0.8583815028901733,0.4219653179190751,0.43641618497109824,0.12102456813917867,0.07441334066020823,0.6048951048951049,0.005764044131435741,0.36468464646164694,0.45579090438214837,0.4782221811213128,Paavalinpuisto,Vallilan varikko,Arabian kauppakeskus,0.6271676300578034,0.3092485549132948,0.3179190751445087,0.0018830628200127459,0.07109629273164031,0.5314900153609831,0.1936416184971098,0.08959537572254335,0.10404624277456646,2.5078924281116904e-06,0.022861402574531214,0.41636582430806257,0.8265895953757225,0.42774566473988435,0.3988439306358381,0.0157573895856511,0.09018476404687899,0.5884353741496599
13,Hollolantie,60.19588479865,24.95453389981,0.4797687861271676,0.23410404624277456,0.24566473988439305,0.000660490340393548,0.05748140415254824,0.5051094890510949,0.0026996085198438802,0.26578248539559707,0.3858919459718,0.4174744833886486,Pernajantie,Elimäenkatu,Teollisuuskatu,0.7485549132947976,0.36705202312138724,0.3815028901734104,0.0022256809537840538,0.08821003875974387,0.5580645161290323,0.6878612716763005,0.34104046242774566,0.3468208092485549,0.0026121949439563055,0.08208292494734415,0.5562700964630225,0.5895953757225433,0.2861271676300578,0.30346820809248554,0.000674235016071149,0.07204107867567186,0.5242424242424243
14,Huopalahdentie,60.1996653,24.8836209,0.8208092485549132,0.4190751445086705,0.40173410404624277,0.01839525597533268,0.08437540958917002,0.571900826446281,0.005140306270290549,0.32923430684331145,0.45361333858181246,0.6509952807873272,Munkkiniemen aukio,Laajalahden aukio,Tilkantori,0.7861271676300577,0.40173410404624277,0.38439306358381503,0.016778662116048337,0.0857785352829895,0.596551724137931,0.7947976878612716,0.4104046242774566,0.38439306358381503,0.033995679363631084,0.08277215839735166,0.574750830564784,0.5635838150289018,0.2890173410404624,0.2745664739884393,0.0025771522423735905,0.06341800954428642,0.5187406296851574
15,Intiankatu,60.2078582,24.9676383,0.6936416184971098,0.34393063583815026,0.3497109826589595,0.008118462623132644,0.07135772520656289,0.5448818897637795,0.004221914620284199,0.3964217783541033,0.5451890455567624,0.5546565328363235,A.I. Virtasen aukio,Arabiankatu,Koskelan varikko,0.30346820809248554,0.1445086705202312,0.15895953757225434,0.0008335069504803001,0.030114323398460346,0.4859550561797753,0.6156069364161849,0.31213872832369943,0.30346820809248554,0.004112653206128283,0.067680937753137,0.5372670807453416,0.14739884393063582,0.06936416184971098,0.07803468208092486,0.00012503501728770746,0.013779049804569683,0.4413265306122449
16,Isoisänsilta,60.18265182058,24.98179260578,0.6734104046242774,0.3265895953757225,0.3468208092485549,0.006319984144365816,0.07414354810356844,0.5290519877675841,0.0038642582908796808,0.30861325226015773,0.38175267448713807,0.5752703099855676,Korkeasaari,Arielinkatu,Mustikkamaa,0.13872832369942195,0.06936416184971098,0.06936416184971098,3.361809181051245e-05,0.015505827023888879,0.4413265306122449,0.6098265895953757,0.30635838150289013,0.30346820809248554,0.0014676280145664547,0.07361017313535806,0.5356037151702786,0.2861271676300578,0.14739884393063582,0.13872832369942195,0.0014679292854944857,0.028971368480549316,0.46567967698519513
17,Juhana Herttuan tie,60.2184427,24.9664619,0.3815028901734104,0.18208092485549132,0.19942196531791906,0.0015618699314617391,0.03510720790628698,0.49358059914407987,0.0024661849281253814,0.6599844026951245,0.6683994307048328,0.6821047430428835,Käpyläntie,Koskelan varikko,Pohjolanaukio,0.4797687861271676,0.2514450867052023,0.22832369942196531,0.0026160224251620657,0.05226756860298892,0.5164179104477612,0.14739884393063582,0.06936416184971098,0.07803468208092486,0.00012503501728770746,0.013779049804569683,0.4413265306122449,0.3179190751445087,0.1445086705202312,0.17341040462427745,0.001259131287995345,0.025048156138971336,0.46756756756756757
18,Kaisaniemenpuisto,60.17319894172505,24.943301000681707,0.7514450867052023,0.3699421965317919,0.3815028901734104,0.016408408428172035,0.08545773784665525,0.5766666666666667,0.004251059188890728,0.24849345898540817,0.2681158777558392,0.34533070657586074,Töölönlahdenkatu,Rautatientori / itä,Varsapuistikko,0.8988439306358381,0.453757225433526,0.44508670520231214,0.004087679585652099,0.10332409343646454,0.5844594594594594,0.8670520231213873,0.430635838150289,0.43641618497109824,0.005597484566567125,0.10051858642667062,0.5894378194207837,0.8236994219653179,0.4219653179190751,0.40173410404624277,0.0034319296902675187,0.09929403453245189,0.5805369127516778
19,Kalasatama (M),60.18755649,24.9770684,0.9335260115606936,0.4826589595375722,0.4508670520231214,0.04491685937621346,0.09393360181646711,0.5996533795493935,0.006231839027040334,0.23477669898485862,0.4040793088591861,0.5246061539205342,Arielinkatu,Teurastamo,Vilhonvuorenkatu,0.6098265895953757,0.30635838150289013,0.30346820809248554,0.0014676280145664547,0.07361017313535806,0.5356037151702786,0.7485549132947976,0.3786127167630058,0.3699421965317919,0.004394597025787447,0.08503243519694231,0.569078947368421,0.8468208092485549,0.42774566473988435,0.4190751445086705,0.017325250748148644,0.09015261745910712,0.574750830564784
20,Koskelantie,60.208749,24.9465139,0.708092485549133,0.35549132947976875,0.35260115606936415,0.009361138831390815,0.07224441698712197,0.5536,0.004338756668675808,0.5419021211369557,0.6668454432619076,0.8673442827106175,Pohjolankatu,Sofianlehdonkatu,Velodrominrinne,0.2745664739884393,0.12716763005780346,0.14739884393063582,0.0006240838434134759,0.026584238110368214,0.4613333333333333,0.3988439306358381,0.19942196531791906,0.19942196531791906,0.0002708402400145608,0.04740298869240821,0.497841726618705,0.6011560693641618,0.3005780346820809,0.3005780346820809,0.00399915211069127,0.06650301976467014,0.5389408099688473
21,Käpyläntie,60.2139043,24.9588108,0.4797687861271676,0.2514450867052023,0.22832369942196531,0.0026160224251620657,0.05226756860298892,0.5164179104477612,0.0031730404315888647,0.4412140370439745,0.6322716592070127,0.6599844026951245,Pohjolanaukio,Koskelan varikko,Juhana Herttuan tie,0.3179190751445087,0.1445086705202312,0.17341040462427745,0.001259131287995345,0.025048156138971336,0.46756756756756757,0.14739884393063582,0.06936416184971098,0.07803468208092486,0.00012503501728770746,0.013779049804569683,0.4413265306122449,0.3815028901734104,0.18208092485549132,0.19942196531791906,0.0015618699314617391,0.03510720790628698,0.49358059914407987
