,station,latitude,longitude,degree_centr,in_degree_centr,out_degree_centr,betwenneess_centr,eigenvector_centr,closeness_centr,pagerank_value,Neigh_1_dist,Neigh_2_dist,Neigh_3_dist,Neigh_1_name,Neigh_2_name,Neigh_3_name,degree_centr1,in_degree_centr1,out_degree_centr1,betwenneess_centr1,eigenvector_centr1,closeness_centr1,degree_centr2,in_degree_centr2,out_degree_centr2,betwenneess_centr2,eigenvector_centr2,closeness_centr2,degree_centr3,in_degree_centr3,out_degree_centr3,betwenneess_centr3,eigenvector_centr3,closeness_centr3
79,Korjaamo,60.1838677,24.9198371,0.884393063583815,0.4393063583815029,0.44508670520231214,0.005366000356489146,0.10093422470642936,0.5924657534246576,0.004904161093410192,0.2094344745924189,0.2937737239989953,0.4073597093270327,Nordenskiöldinaukio,Olympiastadion,Ooppera,0.7630057803468208,0.3815028901734104,0.3815028901734104,0.0022375175948713133,0.09076886423758869,0.5598705501618123,0.8554913294797687,0.42485549132947975,0.430635838150289,0.0034033280949881703,0.09978932576945704,0.5844594594594594,0.8959537572254335,0.4508670520231214,0.44508670520231214,0.004245625091009898,0.10348254249644186,0.5934819897084048
80,Kriikunakuja,60.2056785,24.8916817,0.44797687861271673,0.21965317919075145,0.22832369942196531,0.0008581317020821982,0.05166656855527847,0.4949928469241774,0.0026897278054240897,0.3316246427545058,0.3810398652461786,0.4469917028598374,Tilkantori,Vihdintie,Ruskeasuon varikko,0.5635838150289018,0.2890173410404624,0.2745664739884393,0.0025771522423735905,0.06341800954428642,0.5187406296851574,0.6589595375722543,0.3236994219653179,0.3352601156069364,0.00815177508641119,0.06594634595226952,0.5466034755134281,0.3179190751445087,0.15317919075144507,0.16473988439306358,0.0006110643789491841,0.030428762845433992,0.4534731323722149
81,Kuikkarinne,60.15708560052,24.86930605276,0.37572254335260113,0.1936416184971098,0.18208092485549132,0.0009878170652229711,0.041264488154573724,0.48055555555555557,0.002503469239185446,0.4140762671832343,0.43357029815443515,0.6492039641379036,Puistokaari,Gyldenintie,Heikkilänaukio,0.47398843930635837,0.23410404624277456,0.2398843930635838,0.00731666126002896,0.04203948981670745,0.5065885797950219,0.48554913294797686,0.2514450867052023,0.23410404624277456,0.004161928897160332,0.054412781398723534,0.5103244837758112,0.4508670520231214,0.23121387283236994,0.21965317919075145,0.0008084100588330613,0.05340581328247794,0.4942857142857143
82,Kulttuuriaukio,60.177588,24.803942,0.27167630057803466,0.1329479768786127,0.13872832369942195,0.002165842251958837,0.0030719048633644696,0.4245398773006135,0.0028935894243911475,0.18961185861089014,0.2697579602174661,0.35510823267155345,Tapionaukio,Länsituuli,Ahertajantie,0.3236994219653179,0.15895953757225434,0.16473988439306358,0.003202863141127203,0.008943135407290333,0.46820027063599456,0.3699421965317919,0.1791907514450867,0.1907514450867052,0.007523357841725597,0.004022511590468293,0.4792243767313019,0.20809248554913293,0.09826589595375722,0.10982658959537572,0.0007914438022252391,0.002489966066821444,0.4522875816993464
83,Kuusitie,60.1952452,24.9018997,0.8005780346820809,0.3901734104046243,0.4104046242774566,0.00599306349849759,0.09058337624053416,0.5757071547420965,0.004411321267244343,0.2939210894675914,0.29683062407678923,0.41302378388346356,Tilkanvierto,Jalavatie,Kiskontie,0.9046242774566473,0.44508670520231214,0.4595375722543352,0.027131591426401595,0.0898571605320967,0.6038394415357766,0.7023121387283237,0.3468208092485549,0.35549132947976875,0.0017198392402464752,0.08513036906525706,0.5381026438569206,0.6098265895953757,0.3005780346820809,0.3092485549132948,0.003879592929751217,0.0751592552046998,0.5397815912636506
84,Laajalahden aukio,60.19793090756802,24.876221716500662,0.7947976878612716,0.4104046242774566,0.38439306358381503,0.033995679363631084,0.08277215839735166,0.574750830564784,0.005225626501744374,0.4365309194495685,0.45361333858181246,0.4569134587463006,Torpanranta,Huopalahdentie,Munkkiniemen aukio,0.3988439306358381,0.1936416184971098,0.2052023121387283,0.002926411732909214,0.03363221997812293,0.4825662482566248,0.8208092485549132,0.4190751445086705,0.40173410404624277,0.01839525597533268,0.08437540958917002,0.571900826446281,0.7861271676300577,0.40173410404624277,0.38439306358381503,0.016778662116048337,0.0857785352829895,0.596551724137931
85,Laajalahden keskus,60.203892,24.80493,0.23699421965317918,0.12138728323699421,0.11560693641618497,0.005047976399501546,0.005930166313992876,0.4588859416445623,0.002642419344566534,0.5250309779835762,1.0076512711173988,1.1260610677906935,Lumivaarantie,Elfvik,Säteri,0.0838150289017341,0.04335260115606936,0.04046242774566474,7.428754247461308e-05,0.000958715392227542,0.3665254237288136,0.0838150289017341,0.03757225433526011,0.046242774566473986,5.09697785065266e-05,0.0016539141056852132,0.40705882352941175,0.15895953757225434,0.07803468208092486,0.08092485549132948,0.002251251980255696,0.00345839976444642,0.4298136645962733
86,Lauttasaaren ostoskeskus,60.1603306,24.8815441,0.7485549132947976,0.39306358381502887,0.35549132947976875,0.02294832202169882,0.07619485871543531,0.5700164744645799,0.005037865957352995,0.34700676715773066,0.4375883607748475,0.4745157301494397,Gyldenintie,Heikkiläntie,Lauttasaarensilta,0.48554913294797686,0.2514450867052023,0.23410404624277456,0.004161928897160332,0.054412781398723534,0.5103244837758112,0.5260115606936416,0.2774566473988439,0.24855491329479767,0.000770038771505235,0.06737577540956788,0.5148809523809523,0.653179190751445,0.33236994219653176,0.3208092485549133,0.0045275876852420545,0.07897847848728505,0.5500794912559619
87,Lauttasaarensilta,60.1611858260783,24.8899154000946,0.653179190751445,0.33236994219653176,0.3208092485549133,0.0045275876852420545,0.07897847848728505,0.5500794912559619,0.0038065783334047185,0.4745157301494397,0.5563002825947722,0.7325405540909657,Lauttasaaren ostoskeskus,Heikkiläntie,Salmisaarenranta,0.7485549132947976,0.39306358381502887,0.35549132947976875,0.02294832202169882,0.07619485871543531,0.5700164744645799,0.5260115606936416,0.2774566473988439,0.24855491329479767,0.000770038771505235,0.06737577540956788,0.5148809523809523,0.5375722543352601,0.2774566473988439,0.26011560693641617,0.0002777845497350971,0.0704140727719134,0.5051094890510949
88,Lehtisaarentie,60.1818132200983,24.8504396679317,0.4913294797687861,0.2630057803468208,0.22832369942196531,0.01281778782190637,0.0402368683722462,0.5187406296851574,0.0037821142985209532,0.8113006811640909,0.9150112332913427,1.0531616121491578,Otaranta,Keilaranta,Betonimies,0.35260115606936415,0.1676300578034682,0.18497109826589594,0.005787140989902049,0.01608792993417143,0.49358059914407987,0.2890173410404624,0.14739884393063582,0.14161849710982657,0.0036816427740635795,0.018011748781778834,0.49570200573065903,0.10404624277456646,0.05491329479768786,0.04913294797687861,1.5201504521871565e-05,0.005418520055859751,0.42558425584255843
89,Leppävaaranaukio,60.218731,24.814828,0.30635838150289013,0.15606936416184972,0.15028901734104044,0.012318148426954844,0.0062635434072234545,0.4487678339818418,0.0036912189626386737,0.18638245906242656,0.2070330705574324,0.2721451390673881,Leppävaarankäytävä,Ratsutori,Läkkitori,0.2774566473988439,0.1445086705202312,0.1329479768786127,0.008285230771653941,0.005073372644291375,0.4453024453024453,0.29190751445086704,0.14739884393063582,0.1445086705202312,0.013313050040843174,0.005659141530336544,0.4481865284974093,0.1907514450867052,0.0838150289017341,0.10693641618497109,0.002248652468301071,0.0008095566183503309,0.35892116182572614
90,Leppävaarankäytävä,60.220254,24.813437,0.2774566473988439,0.1445086705202312,0.1329479768786127,0.008285230771653941,0.005073372644291375,0.4453024453024453,0.003502278803378594,0.08715064959725209,0.18638245906242656,0.3327173727074655,Läkkitori,Leppävaaranaukio,Ratsutori,0.1907514450867052,0.0838150289017341,0.10693641618497109,0.002248652468301071,0.0008095566183503309,0.35892116182572614,0.30635838150289013,0.15606936416184972,0.15028901734104044,0.012318148426954844,0.0062635434072234545,0.4487678339818418,0.29190751445086704,0.14739884393063582,0.1445086705202312,0.013313050040843174,0.005659141530336544,0.4481865284974093
91,Linnuntie,60.234401,24.813954,0.13005780346820808,0.06358381502890173,0.06647398843930635,0.0009264085410631649,0.0008213289581702952,0.3696581196581197,0.001956285665591136,0.6616054492974154,0.7340943628319698,0.7967699294742882,Vallikatu,Kutsuntatie,Vallipolku,0.0953757225433526,0.04335260115606936,0.05202312138728323,4.508028002754915e-05,0.0002678491111135508,0.3209647495361781,0.05491329479768786,0.028901734104046242,0.026011560693641616,2.1088347300963534e-06,0.00020979060550811536,0.32610744580584355,0.07514450867052022,0.04046242774566474,0.03468208092485549,0.0001683984140001334,0.0005372276996920305,0.3534218590398366
92,Louhentori,60.18715,24.796959,0.20809248554913293,0.10115606936416184,0.10693641618497109,0.0009907450397019582,0.0019042270507044835,0.3954285714285714,0.0022829879529543905,0.4734944750761621,0.5030267391842114,0.512204449627934,Kalevalantie,Pohjankulma,Metsänneidonpolku,0.22832369942196531,0.11560693641618497,0.11271676300578035,0.0019841612858390433,0.002550951971262745,0.4183796856106409,0.2514450867052023,0.11849710982658959,0.1329479768786127,0.0007105589283340255,0.0023834331262339906,0.39184597961494905,0.21676300578034682,0.11271676300578035,0.10404624277456646,0.001879924953123542,0.0033651357455721305,0.4441591784338896
93,Lumivaarantie,60.204669,24.814268,0.0838150289017341,0.04335260115606936,0.04046242774566474,7.428754247461308e-05,0.000958715392227542,0.3665254237288136,0.0012558319082370576,0.4981713362748226,0.5250309779835762,0.8988166007753535,Elfvik,Laajalahden keskus,Majurinkulma,0.0838150289017341,0.03757225433526011,0.046242774566473986,5.09697785065266e-05,0.0016539141056852132,0.40705882352941175,0.23699421965317918,0.12138728323699421,0.11560693641618497,0.005047976399501546,0.005930166313992876,0.4588859416445623,0.21965317919075145,0.11271676300578035,0.10693641618497109,0.0052498958275650695,0.00562365444289908,0.43686868686868685
94,Luoteisväylä,60.1654485,24.8601992,0.5202312138728323,0.2630057803468208,0.25722543352601157,0.009027394352425003,0.04940114058662414,0.5133531157270029,0.0035184737698951106,0.8498373339014551,1.0601332537623358,1.1045411579148794,Puistokaari,Kuikkarinne,Hanasaari,0.47398843930635837,0.23410404624277456,0.2398843930635838,0.00731666126002896,0.04203948981670745,0.5065885797950219,0.37572254335260113,0.1936416184971098,0.18208092485549132,0.0009878170652229711,0.041264488154573724,0.48055555555555557,0.28323699421965315,0.14739884393063582,0.13583815028901733,0.0027865784373617376,0.0159704892625618,0.4588859416445623
95,Länsisatamankatu,60.1589276,24.909692,0.7427745664739884,0.361271676300578,0.3815028901734104,0.0031593660773828673,0.08654095328293901,0.5635179153094463,0.004072802258909713,0.2623826145396642,0.36561552137851855,0.5786284858620918,Länsisatamankuja,Kaapelitehdas,Itämerentori,0.5028901734104047,0.2514450867052023,0.2514450867052023,0.00048790881491140285,0.0632005508216221,0.4964131994261119,0.24855491329479767,0.12138728323699421,0.12716763005780346,7.088221131433863e-06,0.02905744435158084,0.43522012578616354,0.9190751445086704,0.4682080924855491,0.4508670520231214,0.013134680920982196,0.10182414916007257,0.6091549295774648
96,Länsituuli,60.175358,24.802049,0.3699421965317919,0.1791907514450867,0.1907514450867052,0.007523357841725597,0.004022511590468293,0.4792243767313019,0.003946638389066073,0.22818652787918528,0.26007260455345454,0.2697579602174661,Tapionaukio,Tuulimäki,Kulttuuriaukio,0.3236994219653179,0.15895953757225434,0.16473988439306358,0.003202863141127203,0.008943135407290333,0.46820027063599456,0.10404624277456646,0.05202312138728323,0.05202312138728323,0.00015740392057560823,0.0021953510689225026,0.44473007712082263,0.27167630057803466,0.1329479768786127,0.13872832369942195,0.002165842251958837,0.0030719048633644696,0.4245398773006135
97,Maarinranta,60.18734696398579,24.81075284439144,0.14161849710982657,0.07514450867052022,0.06647398843930635,0.000602839939839029,0.0015257159992749353,0.38487208008898777,0.0018421255477296806,0.26434056104218134,0.28548325755137643,0.3160796946963983,Metsänneidonpolku,Tietäjä,Innopoli,0.21676300578034682,0.11271676300578035,0.10404624277456646,0.001879924953123542,0.0033651357455721305,0.4441591784338896,0.20809248554913293,0.10693641618497109,0.10115606936416184,0.0030352803305178913,0.004611242459569135,0.45526315789473687,0.15895953757225434,0.07803468208092486,0.08092485549132948,0.0005064614791755799,0.0019279697043528051,0.3927355278093076
98,Majurinkulma,60.210735,24.824954,0.21965317919075145,0.11271676300578035,0.10693641618497109,0.0052498958275650695,0.00562365444289908,0.43686868686868685,0.0026446798826660262,0.3589216451253356,0.6076847639495496,0.6338810117048,Yhdyskunnankuja,Derby Business Park,Komentajankatu,0.13583815028901733,0.06647398843930635,0.06936416184971098,0.006829197251561395,0.0019194543652117824,0.4123957091775924,0.005780346820809248,0.002890173410404624,0.002890173410404624,0.0,1.6615216009576985e-05,0.2922297297297297,0.12427745664739884,0.06358381502890173,0.06069364161849711,0.0005173235756907948,0.0017949408325779418,0.3892013498312711
99,Mankkaanaukio,60.194599,24.769021,0.18786127167630057,0.0953757225433526,0.09248554913294797,0.0014966573285914394,0.001565312672413883,0.3940774487471526,0.0022739037363504024,0.9138232916914297,1.5935746795610548,1.6016371181990299,Mankkaanlaaksontie,Koivu-Mankkaa,Olarinluoma,0.18208092485549132,0.09248554913294797,0.08959537572254335,0.00354447670529979,0.0013791050893547283,0.3835920177383592,0.11849710982658959,0.06358381502890173,0.05491329479768786,4.847128476577818e-05,0.0009996548938827929,0.3700534759358289,0.15028901734104044,0.07514450867052022,0.07514450867052022,0.0018098130225446718,0.0012900826612743034,0.4407643312101911
100,Mankkaanlaaksontie,60.188706,24.780478,0.18208092485549132,0.09248554913294797,0.08959537572254335,0.00354447670529979,0.0013791050893547283,0.3835920177383592,0.002240355971438351,0.7024702177852744,0.9138232916914297,0.9307076863822107,Koivu-Mankkaa,Mankkaanaukio,Louhentori,0.11849710982658959,0.06358381502890173,0.05491329479768786,4.847128476577818e-05,0.0009996548938827929,0.3700534759358289,0.18786127167630057,0.0953757225433526,0.09248554913294797,0.0014966573285914394,0.001565312672413883,0.3940774487471526,0.20809248554913293,0.10115606936416184,0.10693641618497109,0.0009907450397019582,0.0019042270507044835,0.3954285714285714
101,Metsänneidonpolku,60.186731,24.806152,0.21676300578034682,0.11271676300578035,0.10404624277456646,0.001879924953123542,0.0033651357455721305,0.4441591784338896,0.0024704374118954793,0.24889339106947617,0.26434056104218134,0.2736535340040534,Kalevalantie,Maarinranta,Tietäjä,0.22832369942196531,0.11560693641618497,0.11271676300578035,0.0019841612858390433,0.002550951971262745,0.4183796856106409,0.14161849710982657,0.07514450867052022,0.06647398843930635,0.000602839939839029,0.0015257159992749353,0.38487208008898777,0.20809248554913293,0.10693641618497109,0.10115606936416184,0.0030352803305178913,0.004611242459569135,0.45526315789473687
102,Munkkiniemen aukio,60.1967196,24.8840917,0.7861271676300577,0.40173410404624277,0.38439306358381503,0.016778662116048337,0.0857785352829895,0.596551724137931,0.00481265247827171,0.32923430684331145,0.4569134587463006,0.46474203250721613,Huopalahdentie,Laajalahden aukio,Paciuksenkaari,0.8208092485549132,0.4190751445086705,0.40173410404624277,0.01839525597533268,0.08437540958917002,0.571900826446281,0.7947976878612716,0.4104046242774566,0.38439306358381503,0.033995679363631084,0.08277215839735166,0.574750830564784,0.7572254335260116,0.3901734104046243,0.36705202312138724,0.018592260384571048,0.07484431975698926,0.5700164744645799
103,Mäntyviita,60.178702,24.810974,0.20231213872832368,0.09826589595375722,0.10404624277456646,0.0003097379491116816,0.0021820275942685888,0.3887640449438202,0.0021469063911216217,0.35795028008296,0.40171522606499094,0.40953490175803736,Otsolahti,Tapionaukio,Kulttuuriaukio,0.23699421965317918,0.11560693641618497,0.12138728323699421,0.0007041642137088733,0.005551543887405294,0.43358395989974935,0.3236994219653179,0.15895953757225434,0.16473988439306358,0.003202863141127203,0.008943135407290333,0.46820027063599456,0.27167630057803466,0.1329479768786127,0.13872832369942195,0.002165842251958837,0.0030719048633644696,0.4245398773006135
104,Niittykumpu (M),60.170758,24.763184,0.430635838150289,0.21965317919075145,0.21098265895953755,0.01575299215235201,0.005261169217420088,0.49008498583569404,0.004938066075714009,0.6961788290640166,0.7078057576969548,0.7412292366749649,Tontunmäentie,Niittymaa,Lystimäensilta,0.11560693641618497,0.06069364161849711,0.05491329479768786,0.00029872342847489107,0.0014711823777174195,0.43964421855146124,0.407514450867052,0.20231213872832368,0.2052023121387283,0.013641032221035927,0.00593215277167849,0.4866385372714487,0.07514450867052022,0.04335260115606936,0.031791907514450865,1.0155342844954881e-05,0.0002530983138435781,0.337890625
105,Niittymaa,60.171127,24.775913,0.407514450867052,0.20231213872832368,0.2052023121387283,0.013641032221035927,0.00593215277167849,0.4866385372714487,0.004471583215720667,0.4383350877259391,0.6542601743139131,0.7078057576969548,Urheilupuisto (M),Tontunmäentie,Niittykumpu (M),0.3988439306358381,0.20231213872832368,0.19653179190751444,0.010528062148058176,0.0047067588473007176,0.48801128349788436,0.11560693641618497,0.06069364161849711,0.05491329479768786,0.00029872342847489107,0.0014711823777174195,0.43964421855146124,0.430635838150289,0.21965317919075145,0.21098265895953755,0.01575299215235201,0.005261169217420088,0.49008498583569404
106,Nordenskiöldinaukio,60.18523632967096,24.91724984112588,0.7630057803468208,0.3815028901734104,0.3815028901734104,0.0022375175948713133,0.09076886423758869,0.5598705501618123,0.0042424884373028745,0.2094344745924189,0.292611700153807,0.41248110261799853,Korjaamo,Messeniuksenkatu,Rajasaarentie,0.884393063583815,0.4393063583815029,0.44508670520231214,0.005366000356489146,0.10093422470642936,0.5924657534246576,0.8786127167630058,0.43641618497109824,0.4421965317919075,0.0033448425934890142,0.10054036225849737,0.5795644891122278,0.684971098265896,0.3468208092485549,0.338150289017341,0.0019500510303676578,0.08175634604268082,0.5331278890600925
107,Olarinluoma,60.180848,24.760606,0.15028901734104044,0.07514450867052022,0.07514450867052022,0.0018098130225446718,0.0012900826612743034,0.4407643312101911,0.0020364410022931383,0.6279522198981918,0.7293165704834399,0.8203525279242473,Orionintie,Tontunmäentie,Lystimäensilta,0.04913294797687861,0.026011560693641616,0.023121387283236993,1.0780987758328238e-06,0.0002227365234004914,0.3362487852283771,0.11560693641618497,0.06069364161849711,0.05491329479768786,0.00029872342847489107,0.0014711823777174195,0.43964421855146124,0.07514450867052022,0.04335260115606936,0.031791907514450865,1.0155342844954881e-05,0.0002530983138435781,0.337890625
108,Oravannahkatori,60.175769,24.792559,0.18208092485549132,0.08959537572254335,0.09248554913294797,0.00037626270877382076,0.0021820120420510203,0.4114149821640904,0.001988700855458664,0.25377182534809267,0.4482938316412193,0.49108201706964744,Hakalehto,Ahertajantie,Tapiolan urheilupuisto,0.30346820809248554,0.14161849710982657,0.16184971098265896,0.004424907512041029,0.004445929732912346,0.47203274215552526,0.20809248554913293,0.09826589595375722,0.10982658959537572,0.0007914438022252391,0.002489966066821444,0.4522875816993464,0.21098265895953755,0.10693641618497109,0.10404624277456646,0.0007163075169619041,0.0013868841757842289,0.37814207650273224
109,Otaranta,60.18483,24.837133,0.35260115606936415,0.1676300578034682,0.18497109826589594,0.005787140989902049,0.01608792993417143,0.49358059914407987,0.002944395515605365,0.3844183855824361,0.5695636607843692,0.5833865261869581,Jämeräntaival,Sähkömies,"Aalto-yliopisto (M), Korkeakouluaukio",0.37283236994219654,0.17341040462427745,0.19942196531791906,0.00900307337074151,0.013344921956923798,0.4907801418439716,0.18497109826589594,0.0953757225433526,0.08959537572254335,0.0008424100725330297,0.0031918724050525498,0.4424552429667519,0.5289017341040462,0.26878612716763006,0.26011560693641617,0.03212776319234654,0.026087991713816483,0.5179640718562875
110,Otsolahti,60.178655,24.817423,0.23699421965317918,0.11560693641618497,0.12138728323699421,0.0007041642137088733,0.005551543887405294,0.43358395989974935,0.0023210024216357857,0.35795028008296,0.4718520188417845,0.5542925294855956,Mäntyviita,Tekniikantie,Hagalundinpuisto,0.20231213872832368,0.09826589595375722,0.10404624277456646,0.0003097379491116816,0.0021820275942685888,0.3887640449438202,0.22254335260115607,0.10693641618497109,0.11560693641618497,0.0012471529869919138,0.006011458796886473,0.4534731323722149,0.04913294797687861,0.023121387283236993,0.026011560693641616,1.743670353248443e-05,0.0013151863261795654,0.4114149821640904
111,Paciuksenkaari,60.1944475,24.8911179,0.7572254335260116,0.3901734104046243,0.36705202312138724,0.018592260384571048,0.07484431975698926,0.5700164744645799,0.0050439066601648905,0.46474203250721613,0.5676268384738931,0.6046507303421281,Munkkiniemen aukio,Tilkanvierto,Kuusitie,0.7861271676300577,0.40173410404624277,0.38439306358381503,0.016778662116048337,0.0857785352829895,0.596551724137931,0.9046242774566473,0.44508670520231214,0.4595375722543352,0.027131591426401595,0.0898571605320967,0.6038394415357766,0.8005780346820809,0.3901734104046243,0.4104046242774566,0.00599306349849759,0.09058337624053416,0.5757071547420965
112,Paciuksenkatu,60.191524,24.901008,0.6647398843930635,0.33236994219653176,0.33236994219653176,0.004222190356792695,0.07633761624018952,0.5339506172839507,0.00388490002656008,0.3468557667544414,0.41754010655169116,0.4316968405454575,Jalavatie,Kuusitie,Meilahden sairaala,0.7023121387283237,0.3468208092485549,0.35549132947976875,0.0017198392402464752,0.08513036906525706,0.5381026438569206,0.8005780346820809,0.3901734104046243,0.4104046242774566,0.00599306349849759,0.09058337624053416,0.5757071547420965,0.8236994219653179,0.407514450867052,0.41618497109826585,0.007654612518810988,0.09117718958459702,0.5785953177257525
113,Piispansilta,60.162403,24.738416,0.34393063583815026,0.17630057803468208,0.1676300578034682,0.011570082727593444,0.003810008665499462,0.4785615491009682,0.0041404611639848906,0.2392230605048654,0.31036561141031493,0.46504961782501886,Outotec,Suomenlahdentie,Nelikkotie,0.02023121387283237,0.011560693641618497,0.008670520231213872,1.0163653297458716e-06,4.5871698317253105e-05,0.31655992680695333,0.2976878612716763,0.1445086705202312,0.15317919075144507,0.012309419414478771,0.0030585215120340166,0.4588859416445623,0.20809248554913293,0.10693641618497109,0.10115606936416184,0.002081374498972043,0.0015831802589555122,0.4379746835443038
114,Pohjankulma,60.18288,24.794014,0.2514450867052023,0.11849710982658959,0.1329479768786127,0.0007105589283340255,0.0023834331262339906,0.39184597961494905,0.0025678323446332693,0.45815306110304443,0.5030267391842114,0.5101695491420383,Koivu-Mankkaa,Louhentori,Ahertajantie,0.11849710982658959,0.06358381502890173,0.05491329479768786,4.847128476577818e-05,0.0009996548938827929,0.3700534759358289,0.20809248554913293,0.10115606936416184,0.10693641618497109,0.0009907450397019582,0.0019042270507044835,0.3954285714285714,0.20809248554913293,0.09826589595375722,0.10982658959537572,0.0007914438022252391,0.002489966066821444,0.4522875816993464
115,Puistokaari,60.157875,24.86202,0.47398843930635837,0.23410404624277456,0.2398843930635838,0.00731666126002896,0.04203948981670745,0.5065885797950219,0.003245107535257732,0.4140762671832343,0.8153087218010696,0.8498373339014551,Kuikkarinne,Gyldenintie,Luoteisväylä,0.37572254335260113,0.1936416184971098,0.18208092485549132,0.0009878170652229711,0.041264488154573724,0.48055555555555557,0.48554913294797686,0.2514450867052023,0.23410404624277456,0.004161928897160332,0.054412781398723534,0.5103244837758112,0.5202312138728323,0.2630057803468208,0.25722543352601157,0.009027394352425003,0.04940114058662414,0.5133531157270029
116,Rajasaarentie,60.183137,24.911127,0.684971098265896,0.3468208092485549,0.338150289017341,0.0019500510303676578,0.08175634604268082,0.5331278890600925,0.003967029090629587,0.41248110261799853,0.44379834192657824,0.4901379347209821,Nordenskiöldinaukio,Kesäkatu,Korjaamo,0.7630057803468208,0.3815028901734104,0.3815028901734104,0.0022375175948713133,0.09076886423758869,0.5598705501618123,0.699421965317919,0.361271676300578,0.338150289017341,0.0017432317281503137,0.08658222554013736,0.5440251572327044,0.884393063583815,0.4393063583815029,0.44508670520231214,0.005366000356489146,0.10093422470642936,0.5924657534246576
117,Ratsutori,60.217311,24.812419,0.29190751445086704,0.14739884393063582,0.1445086705202312,0.013313050040843174,0.005659141530336544,0.4481865284974093,0.0035770512422570407,0.2070330705574324,0.3327173727074655,0.3404084244112868,Leppävaaranaukio,Leppävaarankäytävä,Rummunlyöjänkatu,0.30635838150289013,0.15606936416184972,0.15028901734104044,0.012318148426954844,0.0062635434072234545,0.4487678339818418,0.2774566473988439,0.1445086705202312,0.1329479768786127,0.008285230771653941,0.005073372644291375,0.4453024453024453,0.17630057803468208,0.08670520231213873,0.08959537572254335,0.003449267870734558,0.001819076649209565,0.4183796856106409
118,Revontulentie,60.171551,24.802938,0.3815028901734104,0.18497109826589594,0.19653179190751444,0.012696212987473388,0.01020739200568443,0.49358059914407987,0.003683395901875646,0.3366338290283965,0.39807355830184155,0.4270185953349361,Tuulimäki,Westendinasema,Länsituuli,0.10404624277456646,0.05202312138728323,0.05202312138728323,0.00015740392057560823,0.0021953510689225026,0.44473007712082263,0.3352601156069364,0.16473988439306358,0.17052023121387283,0.004981341580410334,0.007774424663959031,0.4772413793103448,0.3699421965317919,0.1791907514450867,0.1907514450867052,0.007523357841725597,0.004022511590468293,0.4792243767313019
119,Rummunlyöjänkatu,60.217261,24.806279,0.17630057803468208,0.08670520231213873,0.08959537572254335,0.003449267870734558,0.001819076649209565,0.4183796856106409,0.0024341754567202773,0.3404084244112868,0.34381224555988393,0.4321157152608707,Ratsutori,Säterinrinne,Säterinniitty,0.29190751445086704,0.14739884393063582,0.1445086705202312,0.013313050040843174,0.005659141530336544,0.4481865284974093,0.08959537572254335,0.04335260115606936,0.046242774566473986,3.2756900982926005e-05,0.0005214994828073633,0.33988212180746563,0.11849710982658959,0.06069364161849711,0.057803468208092484,0.0008172958837514621,0.0012834797387683875,0.405152224824356
120,Sateentie,60.173424,24.810688,0.3179190751445087,0.1445086705202312,0.17341040462427745,0.002933214909197222,0.008576951601717266,0.46318607764390896,0.0028058704220070897,0.26959753440883893,0.40782972222082386,0.47813910683244853,Tuulimäki,Tapionaukio,Revontulentie,0.10404624277456646,0.05202312138728323,0.05202312138728323,0.00015740392057560823,0.0021953510689225026,0.44473007712082263,0.3236994219653179,0.15895953757225434,0.16473988439306358,0.003202863141127203,0.008943135407290333,0.46820027063599456,0.3815028901734104,0.18497109826589594,0.19653179190751444,0.012696212987473388,0.01020739200568443,0.49358059914407987
121,Saunalahdentie,60.1926305828,24.87922144235,0.5057803468208092,0.28034682080924855,0.2254335260115607,0.004435035187919101,0.05322212683438646,0.5290519877675841,0.003687967027358424,0.49879681604341836,0.5296611875451455,0.5620366726816015,Torpanranta,Munkkiniemen aukio,Seurasaari,0.3988439306358381,0.1936416184971098,0.2052023121387283,0.002926411732909214,0.03363221997812293,0.4825662482566248,0.7861271676300577,0.40173410404624277,0.38439306358381503,0.016778662116048337,0.0857785352829895,0.596551724137931,0.6213872832369942,0.31213872832369943,0.3092485549132948,0.0023123599150265822,0.06926431775118799,0.5242424242424243
122,Seurasaari,60.188399,24.8847362,0.6213872832369942,0.31213872832369943,0.3092485549132948,0.0023123599150265822,0.06926431775118799,0.5242424242424243,0.003743553618223908,0.5620366726816015,0.7612365419271403,0.9277334721921182,Saunalahdentie,Paciuksenkaari,Munkkiniemen aukio,0.5057803468208092,0.28034682080924855,0.2254335260115607,0.004435035187919101,0.05322212683438646,0.5290519877675841,0.7572254335260116,0.3901734104046243,0.36705202312138724,0.018592260384571048,0.07484431975698926,0.5700164744645799,0.7861271676300577,0.40173410404624277,0.38439306358381503,0.016778662116048337,0.0857785352829895,0.596551724137931
123,Stenbäckinkatu,60.1883091,24.9123717,0.722543352601156,0.361271676300578,0.361271676300578,0.0028013965284889395,0.08852935815661808,0.5626016260162602,0.004000722810044376,0.29608968610034403,0.30896595101076296,0.3172651734125067,Töölöntulli,Meilahden sairaala,Messeniuksenkatu,0.8757225433526011,0.4393063583815029,0.43641618497109824,0.008339102187891712,0.09892999019897243,0.5924657534246576,0.8236994219653179,0.407514450867052,0.41618497109826585,0.007654612518810988,0.09117718958459702,0.5785953177257525,0.8786127167630058,0.43641618497109824,0.4421965317919075,0.0033448425934890142,0.10054036225849737,0.5795644891122278
